N1	T1	N2	T2	N3	T3	N4	T4	N5	T5	N6	T6	N7	T7	N8	T8	N9	T9	N10	T10	N11	T11	N12	T12	N13	T13
chr10:6634191	0.45	0.416666666666667	0.307692307692308	0.133333333333333	0.411764705882353	0.352941176470588	0.571428571428571	0.307692307692308	0	0	0.391304347826087	0.0714285714285714	1	0.0555555555555556	0.4375	0.222222222222222	0.454545454545455	0.210526315789474	0.529411764705882	0	0.416666666666667	0.375	0.3125	0.130434782608696	0.538461538461538	0
chr10:6634209	0.545454545454545	0.461538461538462	0.714285714285714	0.133333333333333	0.5	0.470588235294118	0.769230769230769	0.384615384615385	0	0	0.619047619047619	0.375	1	0.176470588235294	0.666666666666667	0.277777777777778	0.608695652173913	0.222222222222222	0.8	0	0.727272727272727	0.666666666666667	0.6	0.304347826086957	0.923076923076923	0
chr10:6634225	0.666666666666667	0	0.769230769230769	0.277777777777778	0.6	0.333333333333333	0.666666666666667	0.384615384615385	0	0	0.666666666666667	0.230769230769231	0.944444444444444	0.176470588235294	0.466666666666667	0.3	0.789473684210526	0.352941176470588	0.764705882352941	0	0	0.565217391304348	0.5	0.0833333333333333	1	0
chr10:6634230	0.565217391304348	0.454545454545455	0.75	0.222222222222222	0.571428571428571	0.357142857142857	0.666666666666667	0.384615384615385	0	0	0.619047619047619	0.307692307692308	0.944444444444444	0.176470588235294	0.642857142857143	0.263157894736842	0.6	0.125	0.866666666666667	0	0	0.590909090909091	0.538461538461538	0.125	0.923076923076923	0
chr10:6780039	0.916666666666667	0.5	0.933333333333333	0	1	0	0.761904761904762	0.384615384615385	0	0	0.916666666666667	0	0.916666666666667	0.2	0.789473684210526	0.642857142857143	1	0	0.833333333333333	0	0.692307692307692	0.571428571428571	0.833333333333333	0.0833333333333333	0.846153846153846	0.909090909090909
chr10:6780176	0.727272727272727	0	0.727272727272727	0.25	0.909090909090909	0	0	0	0.818181818181818	0	0	0	0	0.583333333333333	0	0.666666666666667	0.818181818181818	0.846153846153846	0.866666666666667	0	0	0	0.75	0.181818181818182	0	0.769230769230769
chr10:7187129	0.857142857142857	0	0	1	0.923076923076923	0.818181818181818	0	0	0.923076923076923	0	1	1	1	0.705882352941177	0.785714285714286	0	0	0	0	0	0.818181818181818	0.631578947368421	0.916666666666667	0	1	0.909090909090909
chr10:7187223	0	0	0.941176470588235	0.705882352941177	0.571428571428571	0.4	1	0	0.866666666666667	0	1	0.529411764705882	0.642857142857143	0.3125	0.894736842105263	0.25	0	0	0.941176470588235	0.545454545454545	0.823529411764706	0.6	0.75	0.428571428571429	0.384615384615385	0.384615384615385
chr10:7187224	0	0	0	0	0.285714285714286	0.272727272727273	1	0	0	0	0	0	0	0	0.909090909090909	0.333333333333333	0.454545454545455	0.181818181818182	0.818181818181818	0	0	0.705882352941177	0	0	0.416666666666667	0.473684210526316
chr10:7187470	0.769230769230769	0	0.846153846153846	0.545454545454545	0.928571428571429	0.75	0.823529411764706	0	0	0.545454545454545	0.944444444444444	0.692307692307692	1	0.875	0.9	0	1	0.666666666666667	0.85	0	0.611111111111111	0.647058823529412	0.846153846153846	0	0.857142857142857	0.375
chr10:9296484	0.85	0	0	0	0	0	0	0	0.866666666666667	0	0.75	0	0	0.375	0.454545454545455	0	0.631578947368421	0	0.6	0	0.666666666666667	0	0.75	0	0.785714285714286	0.25
chr10:10058568	0.647058823529412	0.428571428571429	0.538461538461538	0.181818181818182	0.533333333333333	0.363636363636364	0	0	0.916666666666667	0	0.681818181818182	0	1	0.333333333333333	0	0.19047619047619	0.692307692307692	0.357142857142857	0.529411764705882	0	0.5	0	0.608695652173913	0.142857142857143	0.611111111111111	0
chr10:10953086	0	0.333333333333333	0.533333333333333	0	0.636363636363636	0	0.733333333333333	0	0.833333333333333	0	0.416666666666667	0	0.8	0.75	0	0	0.823529411764706	0.727272727272727	0.695652173913043	0.363636363636364	0.666666666666667	0.363636363636364	0.666666666666667	0.769230769230769	1	0.5
chr10:10953087	0.5	0	0.6875	0.153846153846154	0	0.461538461538462	0	0	0.625	0.272727272727273	0.714285714285714	0.727272727272727	1	0.647058823529412	0.875	0.272727272727273	0.777777777777778	0.666666666666667	0.722222222222222	0	0.6875	0.666666666666667	0.789473684210526	0.368421052631579	0.684210526315789	0.846153846153846
chr10:10953097	0	0.333333333333333	0.769230769230769	0.363636363636364	0	0	0.625	0	0.833333333333333	0	0	0	0.923076923076923	0.285714285714286	0	0	0.6875	0.545454545454545	0.608695652173913	0.363636363636364	0.416666666666667	0	0.529411764705882	0.571428571428571	0.928571428571429	0.470588235294118
chr10:10953098	0.583333333333333	0	0.533333333333333	0.0714285714285714	0	0.5	0	0.333333333333333	0.4	0.0909090909090909	0.8	0.454545454545455	0.615384615384615	0.176470588235294	0.666666666666667	0.272727272727273	0.5625	0.692307692307692	0.526315789473684	0	0.6875	0.5625	0.8	0.263157894736842	0.631578947368421	0.538461538461538
chr10:22209977	0.909090909090909	0	0	0	0.923076923076923	0	0	0	0.8	0	0.833333333333333	0	1	0	0.916666666666667	0	1	0	0.642857142857143	0.333333333333333	1	0.588235294117647	0.916666666666667	0.571428571428571	0	0
chr10:26437358	0.545454545454545	0	0	0.25	0	0	0	0.0714285714285714	0.6	0	0.388888888888889	0.153846153846154	0.857142857142857	0.238095238095238	0.428571428571429	0.1	0.444444444444444	0	0.615384615384615	0.0909090909090909	0.789473684210526	0.384615384615385	0	0.0666666666666667	0.8	0.333333333333333
chr10:26437359	0.545454545454545	0.263157894736842	0.521739130434783	0.0588235294117647	0.722222222222222	0.235294117647059	0.461538461538462	0	0.523809523809524	0	0.388888888888889	0.0454545454545455	0.821428571428571	0.3125	0.666666666666667	0.2	0.5	0.4	0.565217391304348	0.181818181818182	0.64	0.5	0.533333333333333	0.2	0.76	0.0769230769230769
chr10:26696624	0.842105263157895	0	0.769230769230769	0	0	0.666666666666667	0.75	0	0.916666666666667	0	0.583333333333333	0	0.818181818181818	0.8125	0.625	0	0	0	0	0.0769230769230769	0.923076923076923	0.454545454545455	0.714285714285714	0	0.833333333333333	0.545454545454545
chr10:26696664	0.933333333333333	0	1	0	0	0.727272727272727	0.909090909090909	0	0	0	0.909090909090909	0	1	0.818181818181818	0.909090909090909	0	0.909090909090909	0	0	0.545454545454545	0.866666666666667	0	0.928571428571429	0.333333333333333	1	0.909090909090909
chr10:26696665	0.823529411764706	0.8125	0.888888888888889	0.315789473684211	1	0	1	0.923076923076923	1	0.666666666666667	0.923076923076923	0.769230769230769	0.9375	0.806451612903226	0.8125	0.565217391304348	1	0.631578947368421	0.923076923076923	0.705882352941177	0	0.612903225806452	1	0.464285714285714	1	0.916666666666667
chr10:29288397	0.666666666666667	0.857142857142857	0.714285714285714	0.578947368421053	0.714285714285714	0.333333333333333	0.761904761904762	0.6875	0.789473684210526	0.0810810810810811	0.652173913043478	0.461538461538462	0.884615384615385	0.263157894736842	0.709677419354839	0.192307692307692	0.696969696969697	0.588235294117647	0.739130434782609	0.4375	0.80952380952381	0.451612903225806	0.758620689655172	0.32258064516129	0.8	0.8
chr10:29288398	0.727272727272727	0	0.705882352941177	0.230769230769231	0.8	0.538461538461538	0.846153846153846	0.615384615384615	0.75	0.0526315789473684	0.666666666666667	0.307692307692308	0.875	0.173913043478261	0.782608695652174	0.357142857142857	0.777777777777778	0.647058823529412	0.8	0	0.625	0.4	0.833333333333333	0.3125	0.684210526315789	0.470588235294118
chr10:31400247	0.769230769230769	0	0	0	0.857142857142857	0	0.769230769230769	0	0.785714285714286	0	0.944444444444444	0	0.454545454545455	0.444444444444444	0	0.416666666666667	0.818181818181818	0	0.714285714285714	0	0.714285714285714	0	0.75	0	0.75	0.666666666666667
chr10:35604509	0.916666666666667	0	1	0.916666666666667	1	0.818181818181818	0.833333333333333	0	0.882352941176471	0	1	0	0	0	1	0	1	0.636363636363636	0	0	0.941176470588235	1	1	0.933333333333333	1	0
chr10:42474609	0	0	0	0	0.636363636363636	0	0.785714285714286	0.133333333333333	0.5	0	0.473684210526316	0.181818181818182	0	0.363636363636364	0	0.4	0.615384615384615	0.545454545454545	0	0	0.909090909090909	0.0909090909090909	0.866666666666667	0	0.769230769230769	0.307692307692308
chr10:42474625	0	0	0	0	0.769230769230769	0	1	0.125	0.6	0.470588235294118	0.761904761904762	0.333333333333333	0	0	0	0.4	0.642857142857143	0.727272727272727	0	0	0.909090909090909	0	0.8125	0.230769230769231	1	0.384615384615385
chr10:44291969	0.818181818181818	0	0	0.333333333333333	0	0.545454545454545	0.75	0	0.8125	0	1	0	0	0	0	0.421052631578947	0.454545454545455	0.333333333333333	0.545454545454545	0	0.727272727272727	0.470588235294118	0.846153846153846	0	0.909090909090909	0.65
chr10:44291977	1	0	0	0.571428571428571	0.636363636363636	0.545454545454545	0.75	0	0.875	0	0.818181818181818	0	0	0	0.545454545454545	0.5	0.636363636363636	0.333333333333333	0.636363636363636	0	0.909090909090909	0.588235294117647	0.6875	0	0.636363636363636	0.619047619047619
chr10:49189027	0.928571428571429	0	1	0	1	0	0.9	0	0.909090909090909	0	0	0.25	1	0.619047619047619	0.736842105263158	0.5	0	0.583333333333333	0.5	0	0.75	0.333333333333333	1	0.5	0	0
chr10:49189048	0.928571428571429	0	0	0	0.875	0	0.944444444444444	0	0.909090909090909	0	1	0.266666666666667	1	0.5	0.842105263157895	0.6	0	0.615384615384615	0.888888888888889	0	0.75	0.454545454545455	0.909090909090909	0.416666666666667	0	0.454545454545455
chr10:52456243	0.826086956521739	0.692307692307692	0.769230769230769	0.470588235294118	0.85	0.476190476190476	0.823529411764706	0.5	0.789473684210526	0.384615384615385	0.777777777777778	0.769230769230769	0.95	0.666666666666667	0.833333333333333	0.266666666666667	0.91304347826087	0.458333333333333	0.818181818181818	0.266666666666667	0.6875	0.421052631578947	0.8	0.25	0.833333333333333	0.6875
chr10:54485836	0.6875	0	0	0	0	0	0	0	0.636363636363636	0	0.5	0	0.888888888888889	0.2	0.411764705882353	0	0.764705882352941	0.461538461538462	0.705882352941177	0.25	0.590909090909091	0.0909090909090909	0.5625	0.153846153846154	0.647058823529412	0
chr10:62519842	0.764705882352941	0.777777777777778	0.923076923076923	0.230769230769231	0.769230769230769	0.777777777777778	0.866666666666667	0.454545454545455	0.95	0	0	0.5	0.947368421052632	1	0.842105263157895	0	0	0	0.941176470588235	0	0	0.666666666666667	0.882352941176471	0.578947368421053	1	0.882352941176471
chr10:62519843	0.818181818181818	1	0.857142857142857	0.571428571428571	0.947368421052632	0	0.8125	0	1	0.428571428571429	1	0.263157894736842	0	1	0.8125	0	1	0	0	0.5	0.944444444444444	0.538461538461538	1	0.416666666666667	0.933333333333333	0.727272727272727
chr10:62519911	0.75	0.666666666666667	0	0.307692307692308	0.764705882352941	0.75	0.882352941176471	0.0833333333333333	0.888888888888889	0	0.714285714285714	0.55	0.833333333333333	0.310344827586207	0.882352941176471	0.307692307692308	0	0	0.777777777777778	0	0	0.608695652173913	0.875	0.5	0.869565217391304	0.555555555555556
chr10:62519912	0.833333333333333	0	0.666666666666667	0.5	0.764705882352941	0	0.846153846153846	0	0.933333333333333	0	0.6	0.4375	0	0	0.923076923076923	0.5	0	0	0	0	0.8125	0	1	0	0.916666666666667	0.636363636363636
chr10:62519990	0.428571428571429	0.357142857142857	0	0.25	0.4375	0.476190476190476	0.466666666666667	0	0.833333333333333	0	0.357142857142857	0.3125	0.842105263157895	0.222222222222222	0.333333333333333	0.285714285714286	0.8	0	0.526315789473684	0	0.181818181818182	0.375	0.363636363636364	0.263157894736842	0.875	0.555555555555556
chr10:62519991	0.727272727272727	0	0.647058823529412	0.307692307692308	0.705882352941177	0	0	0	0.428571428571429	0	0.538461538461538	0.1875	0	0	0.5	0.5	0	0	0	0.181818181818182	0.363636363636364	0	0.571428571428571	0	0	0.666666666666667
chr10:64824669	0.166666666666667	0	0	0.272727272727273	0	0.142857142857143	0	0	0	0	0	0	0	0.0769230769230769	0.1875	0.133333333333333	0.111111111111111	0.0666666666666667	0.176470588235294	0.1875	0.133333333333333	0.136363636363636	0.105263157894737	0.0909090909090909	0.285714285714286	0.3125
chr10:64824670	0.166666666666667	0.0666666666666667	0.0833333333333333	0.0769230769230769	0	0.133333333333333	0.0769230769230769	0	0.157894736842105	0	0.0434782608695652	0	0.2	0.1	0.222222222222222	0.0952380952380952	0.0952380952380952	0.1	0.166666666666667	0.0833333333333333	0	0	0.16	0.0476190476190476	0.0967741935483871	0.0555555555555556
chr10:64824780	1	0	0.769230769230769	0.941176470588235	0.857142857142857	0.785714285714286	0.833333333333333	0	0.818181818181818	0.8	0.857142857142857	0.833333333333333	0	0	0.933333333333333	0.8	0.92	0.272727272727273	0.80952380952381	0.818181818181818	0.866666666666667	0.526315789473684	0.9	1	0.875	0.75
chr10:64824781	0.882352941176471	0	0.80952380952381	0.823529411764706	0.772727272727273	0.523809523809524	0	0.9375	0.75	0.692307692307692	0.857142857142857	0.807692307692308	1	0.967741935483871	0.894736842105263	0.807692307692308	0.911764705882353	0.5	0.821428571428571	0.538461538461538	0.814814814814815	0.541666666666667	0.689655172413793	0.866666666666667	0.878787878787879	0.862068965517241
chr10:67012607	1	0.461538461538462	0.823529411764706	0	1	0.285714285714286	0.642857142857143	0	0.894736842105263	0.952380952380952	0.7	0.368421052631579	1	0.85	0.875	0.35	0.8125	0.571428571428571	0.944444444444444	0.307692307692308	0.925925925925926	0.571428571428571	0.95	0.95	1	0.692307692307692
chr10:67012706	0.75	0.266666666666667	0.823529411764706	0	0.764705882352941	0.357142857142857	0.823529411764706	0.636363636363636	0.944444444444444	0.625	0.714285714285714	0.529411764705882	1	0.785714285714286	0.666666666666667	0.388888888888889	0.705882352941177	0.666666666666667	0.75	0	0.681818181818182	0.416666666666667	0.791666666666667	0.263157894736842	0.75	0.590909090909091
chr10:67012730	0	0.416666666666667	0.846153846153846	0	0.714285714285714	0	0	0	0	0.375	0.8	0.333333333333333	0.928571428571429	0.533333333333333	0.769230769230769	0	0.923076923076923	0.5	0	0	0.384615384615385	0.6	0	0.25	0	0
chr10:67012731	0.714285714285714	0.285714285714286	0.666666666666667	0	0.647058823529412	0.357142857142857	0.6875	0	0.9	0.384615384615385	0.769230769230769	0.1875	0.947368421052632	0.545454545454545	0.8	0.470588235294118	0.875	0.666666666666667	0.666666666666667	0	0.608695652173913	0.181818181818182	0.789473684210526	0.3125	0.75	0.526315789473684
chr10:67012785	0.636363636363636	0.307692307692308	0.538461538461538	0.272727272727273	0.714285714285714	0	0.545454545454545	0	0.461538461538462	0.277777777777778	0.722222222222222	0.230769230769231	0.928571428571429	0.411764705882353	0.5	0	0.714285714285714	0.375	0	0	0.5625	0.523809523809524	0.272727272727273	0.0714285714285714	0.583333333333333	0.636363636363636
chr10:67012786	0.928571428571429	0.230769230769231	0	0	0.625	0.363636363636364	0.571428571428571	0	0.823529411764706	0.266666666666667	0.416666666666667	0	0.9375	0.538461538461538	0.619047619047619	0.153846153846154	0.666666666666667	0.533333333333333	0.384615384615385	0	0.714285714285714	0.428571428571429	0.75	0.0625	0	0.428571428571429
chr10:67012813	0.75	0.538461538461538	0.928571428571429	0.833333333333333	0.916666666666667	0	1	0.923076923076923	0	0.666666666666667	0.875	0.583333333333333	0.933333333333333	0.8	0.9375	0	1	0.533333333333333	0.666666666666667	0	0.894736842105263	0.666666666666667	0.727272727272727	1	1	0.916666666666667
chr10:67012814	1	0.416666666666667	0.818181818181818	0	0.8	0.727272727272727	0.928571428571429	0	1	0.583333333333333	0	0	1	1	0.954545454545455	0.416666666666667	1	0.533333333333333	0.714285714285714	0	0.944444444444444	0.647058823529412	1	0.8125	0	0.692307692307692
chr10:67012918	0.666666666666667	0	0.538461538461538	0.272727272727273	0.777777777777778	0	0.615384615384615	0.3125	0.666666666666667	0.0909090909090909	0	0	1	0.391304347826087	0.5	0	0.55	0	0.466666666666667	0	0.571428571428571	0.421052631578947	0.4	0.0625	0.625	0
chr10:67012919	0.684210526315789	0.25	0.769230769230769	0	0.571428571428571	0	0	0	0	0	0.266666666666667	0	1	0.357142857142857	0.590909090909091	0.277777777777778	0.5	0	0.666666666666667	0.142857142857143	0.571428571428571	0.35	0.583333333333333	0.0625	0	0
chr10:67013083	0.444444444444444	0.0833333333333333	0	0	0	0	0.0909090909090909	0	0.25	0	0	0	0	0.1875	0	0	0	0	0	0	0	0	0	0	0.294117647058824	0.272727272727273
chr10:67013084	0.4	0.166666666666667	0	0	0	0	0.125	0	0	0	0	0	0	0.19047619047619	0	0	0.0476190476190476	0	0	0	0	0	0	0	0	0.214285714285714
chr10:67404404	0.888888888888889	0.333333333333333	0.782608695652174	0.1	0.933333333333333	0.166666666666667	0	0.4	0.789473684210526	0.888888888888889	0.9	0.423076923076923	0.909090909090909	0.3	0.75	0.37037037037037	0.666666666666667	0.785714285714286	0.8	0	0.647058823529412	0.5	0.68	0.142857142857143	0.892857142857143	0.470588235294118
chr10:67665982	0.909090909090909	0	0.916666666666667	0.727272727272727	0.928571428571429	0.615384615384615	0	0.692307692307692	0	1	0.882352941176471	0	0.833333333333333	0.818181818181818	0.888888888888889	0.555555555555556	0.933333333333333	0.692307692307692	0.875	0	0.769230769230769	0.916666666666667	0.72	0.642857142857143	0.933333333333333	0.6
chr10:67665983	0.933333333333333	1	0.75	0.846153846153846	0.916666666666667	0	1	0	0.818181818181818	1	0.714285714285714	0	0	0	0.6875	0.615384615384615	0.941176470588235	0.588235294117647	0.769230769230769	0	0	0.45	0.727272727272727	0.666666666666667	0	0
chr10:67666172	0.909090909090909	0	0	0.181818181818182	0.666666666666667	0.125	0.785714285714286	0.214285714285714	0	0.4	0.727272727272727	0	0	0	0.692307692307692	0.25	0.818181818181818	0	0.5	0	0	0	0.818181818181818	0	0.5	0.642857142857143
chr10:73359519	0.666666666666667	0	0.5	0.133333333333333	0.333333333333333	0.3125	0.5	0	0.583333333333333	0.166666666666667	0.571428571428571	0.294117647058824	0.666666666666667	0.5	0.380952380952381	0	0.578947368421053	0.214285714285714	0.611111111111111	0	0.307692307692308	0.333333333333333	0.6	0.307692307692308	0.619047619047619	0.5625
chr10:73359522	0.722222222222222	0	0.736842105263158	0.2	0.692307692307692	0.4375	0.785714285714286	0.272727272727273	0.75	0.0909090909090909	1	0.375	0.6875	0.5	0.476190476190476	0	0.842105263157895	0.307692307692308	0.823529411764706	0	0.384615384615385	0.416666666666667	1	0.384615384615385	0.772727272727273	0.6875
chr10:73359528	0.705882352941177	0	0.666666666666667	0.2	0.538461538461538	0.375	0.642857142857143	0.25	0.666666666666667	0.181818181818182	0.846153846153846	0.411764705882353	0.533333333333333	0.5	0.35	0	0.631578947368421	0.230769230769231	0.578947368421053	0	0.166666666666667	0	0.8125	0.307692307692308	0.695652173913043	0.5625
chr10:73359568	0.733333333333333	0	0.684210526315789	0.133333333333333	0.714285714285714	0.352941176470588	0.866666666666667	0.166666666666667	0.818181818181818	0.166666666666667	0.764705882352941	0.473684210526316	0.6875	0.6	0.55	0.5	0.733333333333333	0.461538461538462	0.894736842105263	0	0.545454545454545	0.363636363636364	0.8	0	0.863636363636364	0.615384615384615
chr10:73359629	0.875	0	0.947368421052632	0	1	0.625	1	0	0	0.666666666666667	0.944444444444444	0.642857142857143	0.866666666666667	0.842105263157895	0.944444444444444	0.636363636363636	0.857142857142857	0.666666666666667	0.923076923076923	0	0	0	1	0.533333333333333	0.91304347826087	0
chr10:73359704	0.692307692307692	0	0.823529411764706	0	0.785714285714286	0.142857142857143	0.642857142857143	0.166666666666667	0.666666666666667	0	0.722222222222222	0.25	0.636363636363636	0.4375	0.6	0	0.846153846153846	0.642857142857143	0.642857142857143	0	0	0	0.625	0.272727272727273	0.647058823529412	0
chr10:73359749	0.909090909090909	0.454545454545455	0.875	0	0.8125	0.181818181818182	0.636363636363636	0.333333333333333	0.615384615384615	0	0.578947368421053	0	0	0.294117647058824	0.705882352941177	0	0	0.357142857142857	0.916666666666667	0	0.416666666666667	0.454545454545455	0.933333333333333	0.25	0.705882352941177	0
chr10:73359811	0	0	0.941176470588235	0	0.933333333333333	0	0	0	0.928571428571429	0.545454545454545	0.733333333333333	0	0	0.357142857142857	0.8	0.615384615384615	0	0.769230769230769	0.909090909090909	0	0.916666666666667	0.583333333333333	0	0.727272727272727	0.941176470588235	0
chr10:85198895	0.75	0	0	0.277777777777778	0	0	0.833333333333333	0.363636363636364	0.8	0.636363636363636	0.583333333333333	0	0.785714285714286	0.4	0.75	0.363636363636364	0.714285714285714	0	0.416666666666667	0	0	0.5	0.916666666666667	0.647058823529412	0.846153846153846	0.272727272727273
chr10:85577210	0.64	0	0.684210526315789	0.111111111111111	0.647058823529412	0.4	0.833333333333333	0.117647058823529	0.545454545454545	0.222222222222222	0.65	0.0714285714285714	0.842105263157895	0.380952380952381	0.789473684210526	0.368421052631579	0.647058823529412	0.466666666666667	0.727272727272727	0.142857142857143	0.538461538461538	0.565217391304348	0.857142857142857	0.263157894736842	0.944444444444444	0.4
chr10:85577278	0.75	0.545454545454545	0.571428571428571	0.2	0.842105263157895	0.466666666666667	0.777777777777778	0.294117647058824	0.692307692307692	0.461538461538462	0.764705882352941	0	0.923076923076923	0.5625	0.647058823529412	0.4	0.642857142857143	0.538461538461538	0.80952380952381	0.210526315789474	0.6875	0.608695652173913	0.733333333333333	0.421052631578947	0.833333333333333	0.454545454545455
chr10:90946807	0.8	0	0	0	0.75	0.470588235294118	0.769230769230769	0	0.857142857142857	0.0588235294117647	0	0	0	0.333333333333333	0.8	0.454545454545455	0.714285714285714	0.384615384615385	0.727272727272727	0	0.533333333333333	0.692307692307692	0.75	0.0909090909090909	0.866666666666667	0
chr10:101589219	0	0	0	0	0.8125	0	0.916666666666667	0	0	0.357142857142857	0.75	0	0.916666666666667	0	0	0.4375	0.866666666666667	0	0.8	0.266666666666667	0.818181818181818	0.454545454545455	0.714285714285714	0.272727272727273	0	0
chr10:106139308	0	0.363636363636364	0.8	0.583333333333333	0.916666666666667	0	0	0.421052631578947	0	0	0.666666666666667	0	0.818181818181818	0	0.769230769230769	0.583333333333333	0	0.454545454545455	0	0	1	0	0	0.384615384615385	0	0.642857142857143
chr10:106139327	0	0	0.769230769230769	0.153846153846154	0.454545454545455	0	0.636363636363636	0.315789473684211	0	0.153846153846154	0.6	0.181818181818182	1	0	0	0.384615384615385	0	0.363636363636364	0	0	0.666666666666667	0	0	0.1875	0	0.5
chr10:106139359	0.75	0	0.733333333333333	0.133333333333333	0	0	0.454545454545455	0.111111111111111	0.636363636363636	0.0555555555555556	0.411764705882353	0.25	0.636363636363636	0	0.454545454545455	0.142857142857143	0	0.0833333333333333	0.583333333333333	0	0.375	0	0	0.0588235294117647	0	0.583333333333333
chr10:116427088	0.8125	0.5625	0.727272727272727	0	0	0.533333333333333	0.916666666666667	0.5	0.818181818181818	0	0.789473684210526	0.9375	0	0	0.666666666666667	0.111111111111111	0	0.470588235294118	0.764705882352941	0	0.75	0.6	0.65	0.235294117647059	0	0.565217391304348
chr10:116427837	0.454545454545455	0.2	0.5	0.285714285714286	0.666666666666667	0.181818181818182	0.733333333333333	0.4375	0.588235294117647	0.0588235294117647	0.842105263157895	0.125	0	0	0.6875	0.181818181818182	0.588235294117647	0.466666666666667	0.705882352941177	0	0.388888888888889	0.533333333333333	0.666666666666667	0.333333333333333	0.666666666666667	0.545454545454545
chr10:116427838	0.75	0	0	0	0.65	0.25	0.538461538461538	0.538461538461538	0.625	0.125	0.466666666666667	0.0714285714285714	0.909090909090909	0	0.714285714285714	0	0.615384615384615	0.428571428571429	0.642857142857143	0	0.647058823529412	0.333333333333333	0.769230769230769	0.181818181818182	0.8125	0.583333333333333
chr10:116427891	0	0.285714285714286	0.25	0.25	0.272727272727273	0.266666666666667	0.444444444444444	0.0588235294117647	0.5	0	0.590909090909091	0.166666666666667	0	0	0.571428571428571	0.263157894736842	0.357142857142857	0.25	0.529411764705882	0	0.363636363636364	0.363636363636364	0.526315789473684	0.235294117647059	0.411764705882353	0.642857142857143
chr10:116427892	0.538461538461538	0.454545454545455	0.461538461538462	0	0.5	0.0833333333333333	0.416666666666667	0.176470588235294	0.647058823529412	0	0.375	0.166666666666667	0	0	0.291666666666667	0.153846153846154	0.333333333333333	0.545454545454545	0.5	0	0.5	0.333333333333333	0.5625	0.181818181818182	0.5	0.428571428571429
chr10:116545023	0.714285714285714	0	0.5	0	0.769230769230769	0	0.545454545454545	0	0.615384615384615	0.181818181818182	0.571428571428571	0.3125	0.583333333333333	0.4	0.5	0.5	0.733333333333333	0	0.55	0.4	0.666666666666667	0.416666666666667	0.666666666666667	0.19047619047619	0.866666666666667	0.375
chr11:4906451	0.75	0.565217391304348	0.65	0.35	0.722222222222222	0.291666666666667	0.636363636363636	0.277777777777778	0.758620689655172	0.0416666666666667	0.769230769230769	0.594594594594595	0.869565217391304	0.416666666666667	0.714285714285714	0.482758620689655	0.736842105263158	0.608695652173913	0.785714285714286	0.2	0.708333333333333	0.407407407407407	0.708333333333333	0.208333333333333	0.791666666666667	0.481481481481481
chr11:4906452	0.636363636363636	0.55	0.75	0.230769230769231	0.65	0.0714285714285714	0.666666666666667	0	0.75	0	0.814814814814815	0.542857142857143	0.642857142857143	0.368421052631579	0.76	0.333333333333333	0.705882352941177	0.363636363636364	0.681818181818182	0.235294117647059	0.695652173913043	0.551724137931034	0.6	0.0588235294117647	0.739130434782609	0.555555555555556
chr11:4906604	0.833333333333333	0.8125	0	0	0.785714285714286	0.4	0.842105263157895	0.666666666666667	0.941176470588235	0.941176470588235	0.952380952380952	0.826086956521739	0.91304347826087	0.666666666666667	0.833333333333333	0.434782608695652	0	0.6	0.733333333333333	0.48	0.727272727272727	0.555555555555556	0.894736842105263	0.65	0.894736842105263	0.625
chr11:4906605	0.875	0.777777777777778	0.666666666666667	0.764705882352941	0.833333333333333	0.19047619047619	0.789473684210526	0	0.857142857142857	0.833333333333333	0.703703703703704	0.833333333333333	0.952380952380952	0.583333333333333	0.705882352941177	0.45	0.85	0.48	0.904761904761905	0.615384615384615	0.72	0.636363636363636	0.766666666666667	0.65	0.942857142857143	0.55
chr11:4906685	0.454545454545455	0.5625	0.533333333333333	0	0.272727272727273	0.0833333333333333	0.4	0.0909090909090909	0	0.0909090909090909	0.416666666666667	0.111111111111111	0.642857142857143	0.285714285714286	0.5	0.333333333333333	0	0.533333333333333	0.461538461538462	0.0526315789473684	0.4	0.241379310344828	0.473684210526316	0.0769230769230769	0.684210526315789	0.428571428571429
chr11:4906686	0.733333333333333	0.375	0.615384615384615	0.235294117647059	0.764705882352941	0.473684210526316	0.588235294117647	0	0.642857142857143	0.0769230769230769	0.761904761904762	0.16	0.705882352941177	0.571428571428571	0	0.266666666666667	0.647058823529412	0.346153846153846	0.565217391304348	0.176470588235294	0.705882352941177	0.411764705882353	0.8	0.0526315789473684	0.774193548387097	0.388888888888889
chr11:5068902	0	0.411764705882353	0.769230769230769	0.375	0.8	0.125	0.6	0	0.636363636363636	0.0909090909090909	0.6	0.307692307692308	0.571428571428571	0.4	0.4	0.24	0.941176470588235	0.545454545454545	0.714285714285714	0.518518518518518	0.428571428571429	0.571428571428571	0.875	0.6	0.807692307692308	0.565217391304348
chr11:5068970	0.583333333333333	0.2	0.739130434782609	0.307692307692308	0.7	0.277777777777778	0.6875	0	0.769230769230769	0	0.65	0.0384615384615385	0.727272727272727	0	0.5	0.272727272727273	0.85	0	0.705882352941177	0.375	0.466666666666667	0.416666666666667	0.666666666666667	0.526315789473684	0.708333333333333	0.592592592592593
chr11:5068971	0	0	0	0.25	0.636363636363636	0	0.928571428571429	0	0.642857142857143	0.444444444444444	0.75	0.230769230769231	0	0	0.5	0.1	0.75	0.384615384615385	0.727272727272727	0.25	0.666666666666667	0.333333333333333	0.8125	0	0.75	0
