cpg	taxa	a	b	cor	ci
cg10504062	Lachnoclostridium	PCCB	TSS1500	0.224022805909032	0.000836462585653089
cg24317406	Kurthia	CACYBP	TSS1500	0.241554106646193	0.00353582612344277
cg05311388	Faecalibacterium	SCIN	TSS200	0.260664293618325	9.32023498424619e-06
cg02021789	Ralstonia	CASP14	TSS1500	0.373429338921829	0.00330919659334193
cg07118069	Cylindrospermopsis	MAGOHB	TSS1500	0.263843211921316	-0.00178352023893925
cg02799411	Kurthia	EGOT	TSS1500	0.544823784517797	0.00132879130568776
cg18884037	Kurthia	KHDRBS2	TSS200	0.574109747805424	-0.00564493051082649
cg25010006	Clostridium	PAG1	TSS1500	0.364035035866974	-0.000423943310925103
cg26684946	Bacillus	SCUBE1	TSS1500	0.218135732598689	0.0341247822375375
cg25349574	Kurthia	CAMTA2	TSS1500	0.48147670809315	0.003876332169182
cg17274681	Stenotrophomonas	UST	TSS1500	-0.000844306601078815	0.00131493322264919
cg00039385	Cylindrospermopsis	SEMA6B	TSS200	0.459644686000459	-0.00717590093940509
cg19063834	Ralstonia	FAM134B	TSS200	0.549814813547311	0.00329584677929466
cg14881618	Ralstonia	ME3	5'UTR	0.58680760855204	0.000118772385048061
cg14881618	Ralstonia	ME3	TSS200	0.58680760855204	0.000118772385048061
cg18815779	Stenotrophomonas	PAK7	TSS200	0.540839530037823	0.00190250757528739
cg14287235	Lachnoclostridium	ADCY4	TSS1500	0.444429524116631	-0.00886790754662007
cg24938727	Stenotrophomonas	HHATL	5'UTR	0.321545686912417	0.0011222131861559
cg04619304	Clostridium	SOX5	5'UTR	0.562137040432274	-0.000885758336693568
cg26844246	Bacillus	TLX3	TSS200	0.364097538374312	0.0185677996047547
cg14523723	Ralstonia	TWSG1	5'UTR	0.334162499532876	0.00256835427016064
cg04988514	Kurthia	GRWD1	TSS1500	0.572641191115734	-0.00436683938442546
cg19431448	Stenotrophomonas	RASGRF1	TSS200	0.382804498267179	0.00375790578630879
cg24887139	Chryseobacterium	CNTNAP2	1stExon	0.453882571141286	0.00144409566350635
cg24887139	Chryseobacterium	CNTNAP2	5'UTR	0.453882571141286	0.00144409566350635
cg05943563	Bacteroides	ZC3H18	TSS1500	0.307202099991391	9.91948956729107e-06
cg07131116	Cylindrospermopsis	DDX24	5'UTR	0.26469875652238	-0.00108326843606405
cg07131116	Cylindrospermopsis	IFI27L1	TSS1500	0.26469875652238	-0.00108326843606405
cg05875017	Stenotrophomonas	CHRND	TSS200	0.386057885524517	0.00207777092800649
cg23707289	Cylindrospermopsis	BCL2	TSS1500	0.194348799986284	-0.00372521981248279
cg02024077	Bacillus	CNTNAP2	TSS1500	0.180952919954923	0.0359336105336459
cg19443257	Bacillus	SPSB4	TSS200	0.151968412217154	0.0279982269539562
cg23889414	Delftia	WDR89	TSS1500	0.252082092396121	0.000266350936432722
cg04911280	Bacillus	AARS2	TSS200	0.275575162169259	-0.00514247576143358
cg08048222	Bacillus	ZNF671	TSS200	0.132883118874678	0.0341387462069293
cg14278575	Ralstonia	LRRK2	TSS200	0.486747315338355	0.00314991108660585
cg01464985	Ralstonia	ZNF512	TSS1500	0.25638828467986	0.00355535509617964
cg01043524	Cylindrospermopsis	ZNF3	5'UTR	0.381335850955383	-0.00105182708880879
cg17672050	Cylindrospermopsis	SNORA26	TSS200	0.335303447270622	-0.0113573147374078
cg01159980	Ralstonia	FAM134B	1stExon	0.491938470120812	0.00152030633759322
cg01159980	Ralstonia	FAM134B	5'UTR	0.491938470120812	0.00152030633759322
cg24256772	Kurthia	FUT4	TSS1500	0.599200258206847	0.00383289994640773
cg10105290	Stenotrophomonas	SGCE	TSS1500	0.432329263203447	0.00125527684450784
cg10105290	Stenotrophomonas	PEG10	5'UTR	0.432329263203447	0.00125527684450784
cg10105290	Stenotrophomonas	PEG10	1stExon	0.432329263203447	0.00125527684450784
cg13042926	Ralstonia	GUCY1A2	TSS1500	0.318424817628531	0.00184627057116293
cg21026022	Prevotella	CABYR	5'UTR	0.110026778945129	0.000220071288137115
cg01409597	Cylindrospermopsis	FAM19A2	TSS1500	0.224599755088879	-0.0129134764109699
cg13399773	Lachnoclostridium	EPB41L1	TSS1500	0.202146892551845	0.00162551456652704
cg17560340	Kurthia	RNMTL1	TSS1500	0.427648438805014	0.00185382359818775
cg12891252	Cylindrospermopsis	HNRNPF	5'UTR	0.287157314127936	-0.0160858113449287
cg27510901	Cylindrospermopsis	DNAJC1	TSS1500	0.166173627777473	-0.00236759231050142
cg09782621	Cylindrospermopsis	ZNF444	5'UTR	0.00390860509031909	-0.0140887226548816
cg11906827	Ralstonia	ABHD8	TSS200	0.831019279262539	0.00200276978760064
cg00507154	Staphylococcus	C19orf76	1stExon	0.448280086867573	0.00313677413603872
cg00507154	Staphylococcus	C19orf76	5'UTR	0.448280086867573	0.00313677413603872
cg00545804	Stenotrophomonas	TSHZ3	TSS1500	0.254466393681071	0.00264626791098924
cg20559000	Stenotrophomonas	SEMA7A	5'UTR	0.587631993589623	0.00417916316286887
cg01246431	Cylindrospermopsis	NR2C1	TSS200	0.296730189815995	-0.00674373222435706
cg14347199	Bacillus	NXNL2	1stExon	0.469222618458753	0.0265091495882956
cg13024538	Cylindrospermopsis	TIPIN	TSS200	0.430744062615676	-0.00356489958860465
cg03982568	Clostridium	KCTD16	5'UTR	0.395972712625944	-0.00118185859978294
cg03982568	Clostridium	YIPF5	TSS1500	0.395972712625944	-0.00118185859978294
cg07813254	Cutibacterium	FAM43B	TSS1500	0.218871554231909	0.00204030140307861
cg05174890	Gemmata	SLFN12	TSS1500	0.465150081395502	-0.0142991931937009
cg21156620	Ralstonia	TAS2R8	1stExon	0.706165951189022	0.00293001874580993
cg18528367	Bacillus	SIM1	TSS1500	0.207389352511717	0.029982816575507
cg04491089	Kurthia	MBTPS1	TSS1500	0.447019820548071	0.000573651487105428
cg27161488	Curvibacter	NOP14-AS1	TSS1500	0.538388856293702	0.000131720019116703
cg27161488	Curvibacter	MFSD10	TSS200	0.538388856293702	0.000131720019116703
cg27161488	Curvibacter	MFSD10	5'UTR	0.538388856293702	0.000131720019116703
cg23909029	Stenotrophomonas	SCN8A	5'UTR	0.357774635225434	0.00214950315050004
cg02548238	Stenotrophomonas	LOX	1stExon	0.326753382454112	0.00275805078801845
cg20243285	Planctopirus	KLF17	TSS200	0.227109474414306	-0.0152612291410586
cg03049863	Lachnoclostridium	C19orf33	TSS200	0.776181627630568	0.000645862870397996
cg22708944	Ralstonia	TBC1D21	TSS1500	0.657347837498263	0.00173210086427549
cg22871175	Lachnoclostridium	FAM19A4	5'UTR	0.742565760959318	0.00189129893655482
cg06972019	Kurthia	ENO1	5'UTR	0.739813429291516	0.00118660997727265
cg25924217	Bacillus	NPTX1	TSS1500	0.239865718053472	0.0268229404523169
cg09305580	Stenotrophomonas	JRK	5'UTR	0.610053907602983	0.00160688498862504
cg21951975	Curvibacter	IRF6	TSS1500	0.370935530260778	0.000262560928445277
cg24248713	Ralstonia	NOL4	TSS200	0.477097163014167	0.00379732982319584
cg00946753	Clostridium	SLC25A47	1stExon	0.667132603050199	-0.000651964839517272
cg12265829	Lachnoclostridium	ADCY4	TSS200	0.332085593787983	-0.0094848609080275
cg05585821	Lachnoclostridium	PMAIP1	TSS200	0.190420104470973	3.3610359029962e-05
cg26174533	Campylobacter	NELFA	TSS1500	0.30026847365481	-0.00026846470517374
cg26174533	Faecalibacterium	NELFA	TSS1500	0.30026847365481	1.58341935554234e-05
cg23705060	Clostridium	EP400	5'UTR	0.619854740525655	-0.00178917880773124
cg22747650	Faecalibacterium	LRRC61	TSS200	0.557203252418408	4.3313975219568e-05
cg22747650	Faecalibacterium	ACTR3C	5'UTR	0.557203252418408	4.3313975219568e-05
cg05524354	Kurthia	PTPRE	5'UTR	0.63189957424905	-0.00333748598132691
cg16411445	Chryseobacterium	NCRNA00114	TSS1500	0.830082566381974	-0.00120144813570495
cg05083496	Prevotella	IGFBP3	TSS1500	0.578768465914421	0.000319457920117897
cg05083496	Stenotrophomonas	IGFBP3	TSS1500	0.578768465914421	0.00181373948348351
cg09174123	Clostridium	SBNO2	5'UTR	0.651116037178483	-0.000923669671620323
cg04898719	Kurthia	RAB3B	TSS1500	0.508228363779294	0.00157341348213532
cg05527091	Planctopirus	C1orf159	5'UTR	0.324359188161684	-0.00639109231903158
cg09968817	Cylindrospermopsis	NUMB	5'UTR	0.586714139437108	-0.002170181288722
cg09968817	Cylindrospermopsis	NUMB	1stExon	0.586714139437108	-0.002170181288722
cg01700003	Stenotrophomonas	C1QL4	1stExon	0.547808953921278	0.00324987363088689
cg01700003	Stenotrophomonas	C1QL4	5'UTR	0.547808953921278	0.00324987363088689
cg14284952	Kurthia	BAALC	TSS200	0.249855645791664	-0.00954259009897282
cg13754251	Faecalibacterium	TTLL12	TSS1500	0.300763556814164	3.94045948268195e-05
cg02175308	Stenotrophomonas	SORT1	TSS1500	0.398514255861204	0.001213730593271
cg05798670	Stenotrophomonas	SPOCK3	TSS1500	0.454732466221299	0.00213428154611919
cg16629179	Stenotrophomonas	COL1A1	1stExon	0.747876125990022	0.00226281890551806
cg08304887	Cylindrospermopsis	APH1B	TSS200	0.194864636036151	-0.000979516732550446
cg03846881	Curvibacter	SCG5	5'UTR	0.720634145577362	0.00261923825110983
cg21956434	Ralstonia	BABAM1	TSS1500	0.260900029628624	0.00413906224400414
cg26906273	Planctopirus	MACF1	5'UTR	0.353934801149863	-0.0115367853144626
cg16496687	Beggiatoa	B3GALNT1	5'UTR	0.281206702399164	0.0289324155125331
cg16496687	Beggiatoa	B3GALNT1	TSS200	0.281206702399164	0.0289324155125331
cg12583138	Lachnoclostridium	GAB2	TSS1500	0.485899690867975	0.000205001179959267
cg16852892	Stenotrophomonas	MMP16	5'UTR	0.292124213211411	0.00237692945213248
cg16852892	Stenotrophomonas	MMP16	1stExon	0.292124213211411	0.00237692945213248
cg03922126	Stenotrophomonas	KCNQ5	TSS1500	0.409332259995669	0.0045776586972497
cg09009259	Kurthia	MUM1	TSS1500	0.310637667732063	0.000793104724254021
cg24463471	Campylobacter	RUNX3	TSS1500	0.623912805079633	-0.0064793738900618
cg03839554	Cylindrospermopsis	ACTL6A	TSS1500	0.186974269610782	-0.0105632639356167
cg01121610	Lachnoclostridium	SOX13	5'UTR	0.684415317867975	0.000172764335460967
cg03731358	Cylindrospermopsis	CWF19L1	TSS1500	0.244984773504011	-0.0127484418390227
cg03638795	Kurthia	SIGIRR	5'UTR	0.362775088161578	0.000607859392597317
cg05884392	Cylindrospermopsis	TMOD3	5'UTR	0.213179881827334	-0.00297495276121653
cg13970204	Gemmata	CPSF2	TSS1500	0.183412131055135	-0.00129733471477247
cg14547644	Acidiplasma	ZSCAN23	TSS200	0.290514699397791	-0.0190021468655364
cg05659314	Kurthia	S100A14	TSS1500	0.133299102683905	-0.00475942327599112
cg13816428	Kurthia	OR5AU1	TSS1500	0.630049751054967	0.00200257111225565
cg18134312	Kurthia	KHDRBS2	TSS200	0.499857280745573	-0.00566344668396883
cg26453670	Kurthia	RBM38	TSS1500	0.454939389440087	0.000514906415255995
cg26453670	Ralstonia	RBM38	TSS1500	0.454939389440087	0.000549735582649944
cg13311930	Clostridium	CFLAR	5'UTR	0.192786140216346	0.000117867739092167
cg13311930	Clostridium	CFLAR	TSS200	0.192786140216346	0.000117867739092167
cg13311930	Clostridium	CFLAR	1stExon	0.192786140216346	0.000117867739092167
cg05813703	Nocardia	BAG6	TSS1500	0.194441189176403	0.00339896854272012
cg07636846	Stenotrophomonas	DPYSL5	5'UTR	-0.0419398289131634	0.00143529589612184
cg20165416	Kurthia	MINPP1	TSS200	0.473389248958886	0.00156918658539773
cg18493566	Cylindrospermopsis	C10orf76	TSS200	0.404815227905362	-0.000912714496772468
cg07695826	Lachnoclostridium	C18orf54	TSS1500	0.266979555574122	9.56727807109249e-05
cg05539841	Planctopirus	ENOX1	5'UTR	0.566172934784679	-0.0164226032059872
cg05539841	Planctopirus	ENOX1	TSS1500	0.566172934784679	-0.0164226032059872
cg08685517	Stenotrophomonas	GTF2F1	TSS1500	0.445465658251924	0.000525798743908512
cg03628682	Anaerostipes	ARHGEF28	TSS200	0.298830172504119	2.07395021690453e-05
cg19741408	Ralstonia	ZNF326	TSS1500	0.69293206757146	0.000128845645093127
cg22052758	Cylindrospermopsis	ASIC1	TSS1500	0.427398835231688	-0.0132447082935967
cg16527334	Anaerostipes	CDK6	5'UTR	0.227203087997068	3.55186207956347e-05
cg23007255	Cylindrospermopsis	C7	TSS1500	0.136243385628572	0.00242751671377072
cg04926134	Curvibacter	GRB14	1stExon	0.31752625513729	0.00201719617031306
cg04926134	Curvibacter	GRB14	5'UTR	0.31752625513729	0.00201719617031306
cg16774013	Clostridium	NFATC1	TSS200	0.0954753521743478	0.000148986580797031
cg16774013	Clostridium	NFATC1	5'UTR	0.0954753521743478	0.000148986580797031
cg09615965	Stenotrophomonas	WNT5A	TSS1500	0.60504226582861	0.00250240365828125
cg27113929	Kurthia	DDX4	5'UTR	0.295415158212284	-0.00493957299063507
cg14076977	Lachnoclostridium	PLCB2	TSS200	0.355512136934586	-0.00627257764585562
cg07624650	Curvibacter	ZNF529	5'UTR	0.308293548143167	0.00230789124366369
cg07624650	Curvibacter	ZNF529	TSS200	0.308293548143167	0.00230789124366369
cg13560871	Campylobacter	C1orf115	1stExon	0.360815185519358	-0.000641038212482985
cg15872329	Cylindrospermopsis	BLOC1S2	TSS200	0.528533142448087	-0.00121312053916004
cg10586546	Kurthia	GPANK1	TSS1500	0.262436592463167	0.000934467216938156
cg15784332	Stenotrophomonas	COMP	TSS200	0.283468245057031	0.00213491413931945
cg26260033	Ralstonia	LOC349114	TSS1500	0.63394974660242	0.00159184058423712
cg21883754	Kurthia	TTYH1	TSS200	0.688685426493781	-0.00677485423371607
cg25556905	Lachnoclostridium	ADCY4	TSS200	0.407467724341775	-0.00936281045262768
cg09727944	Chryseobacterium	FAM184A	5'UTR	0.625521967722664	-0.00565109324285008
cg09727944	Chryseobacterium	MIR548B	TSS1500	0.625521967722664	-0.00565109324285008
cg18061255	Planctopirus	ITIH2	TSS1500	0.593787975340993	-0.00887727962738936
cg16215203	Lachnoclostridium	ADCY4	TSS200	0.260612314177295	-0.00997461424287105
cg25003275	Stenotrophomonas	AFAP1	5'UTR	0.492207259641682	0.00195961047950591
cg18489195	Stenotrophomonas	ME1	5'UTR	-0.0455297814761619	0.00117154252194004
cg18489195	Stenotrophomonas	ME1	1stExon	-0.0455297814761619	0.00117154252194004
cg11871038	Cylindrospermopsis	FBXO25	5'UTR	0.131594879964209	-0.00975029632191905
cg14159522	Stenotrophomonas	HHAT	TSS1500	0.589671255047416	0.000509643390446164
cg14159522	Stenotrophomonas	HHAT	5'UTR	0.589671255047416	0.000509643390446164
cg05547778	Lachnoclostridium	PLCB2	TSS200	0.5368164892381	-0.00660353582850409
cg01405761	Stenotrophomonas	CLVS1	1stExon	0.686233310155325	0.00357961262916274
cg01405761	Stenotrophomonas	CLVS1	5'UTR	0.686233310155325	0.00357961262916274
cg06677239	Clostridium	WDR27	5'UTR	0.0145265584232714	-0.00106541380178265
cg22812770	Curvibacter	OSBPL9	5'UTR	0.257475097514392	0.00206815709517225
cg22812770	Curvibacter	OSBPL9	1stExon	0.257475097514392	0.00206815709517225
cg02481642	Lachnoclostridium	WISP2	TSS200	0.544980080671638	0.000427393081878197
cg08719289	Kurthia	CITED4	TSS1500	0.597246212932673	0.00128383720493824
cg10826053	Campylobacter	PAPSS1	TSS1500	0.409929134214622	-0.000461366483386534
cg03335216	Ralstonia	ERRFI1	TSS1500	0.763270138481835	0.000596522290862381
cg00058786	Cyanothece	WNT10B	5'UTR	0.256203473659329	-0.00476753617962625
cg00058786	Cyanothece	WNT10B	1stExon	0.256203473659329	-0.00476753617962625
cg24367316	Campylobacter	SRSF11	5'UTR	0.368135600862839	-0.00021659159605868
cg24367316	Campylobacter	LRRC40	TSS1500	0.368135600862839	-0.00021659159605868
cg05357695	Ralstonia	SLC7A8	5'UTR	0.621835246762469	0.00365493366469666
cg05357695	Ralstonia	SLC7A8	1stExon	0.621835246762469	0.00365493366469666
cg07681579	Bacillus	PDE1B	TSS1500	0.248264959656585	0.0328185467038204
cg23153707	Stenotrophomonas	DLG4	TSS200	0.877094564439157	0.00244045157193577
cg05275752	Stenotrophomonas	GALM	TSS200	0.723690478761237	0.000521393090564305
cg06315390	Lachnoclostridium	FAM118A	TSS1500	0.519644587606964	0.000218392778980101
cg06315390	Lachnoclostridium	FAM118A	TSS200	0.519644587606964	0.000218392778980101
cg04310006	Cylindrospermopsis	SLC39A9	TSS200	0.573546194025157	-0.0011621321242095
cg04310006	Cylindrospermopsis	ERH	TSS200	0.573546194025157	-0.0011621321242095
cg03923934	Bacillus	OPCML	5'UTR	0.200734437795691	0.0254463182371889
cg03923934	Bacillus	OPCML	1stExon	0.200734437795691	0.0254463182371889
cg19917720	Cylindrospermopsis	PLSCR2	5'UTR	0.542277355863442	0.00755263271200074
cg03749507	Cylindrospermopsis	TAF6L	TSS1500	0.21495281701065	-0.00151403168889098
cg11288278	Stenotrophomonas	RYR1	TSS200	0.499825347037442	0.00314843125290087
cg14806867	Bacillus	DNAJC3	TSS200	0.274156225380265	-0.0163774965831157
cg16743289	Kurthia	CACYBP	TSS1500	0.580002097869925	0.0034872427622262
cg13271751	Cylindrospermopsis	CCND1	TSS1500	0.312233682140216	-0.00791214480277453
cg15819171	Ralstonia	EFCAB6	TSS1500	0.445348256842031	0.00502639706226622
cg22441310	Loktanella	OTX1	TSS1500	0.376196247230841	0.000481332216973965
cg24278165	Planococcus	TNFRSF10A	TSS1500	0.289106224939929	0.0132644343488052
cg09997546	Stenotrophomonas	AKIP1	TSS1500	0.417687908632911	0.00279230421034089
cg09997546	Stenotrophomonas	ST5	5'UTR	0.417687908632911	0.00279230421034089
cg26938348	Cylindrospermopsis	TIAL1	1stExon	0.222704940598251	-0.00275786580551522
cg26938348	Cylindrospermopsis	TIAL1	5'UTR	0.222704940598251	-0.00275786580551522
cg27126059	Ralstonia	ADORA2A-AS1	TSS1500	0.846362118878852	0.0019906081126304
cg27126059	Ralstonia	UPB1	1stExon	0.846362118878852	0.0019906081126304
cg27126059	Ralstonia	UPB1	5'UTR	0.846362118878852	0.0019906081126304
cg09390792	Planctopirus	TSPAN18	5'UTR	0.23863554441609	-0.0145283573205457
cg24407827	Curvibacter	PIFO	TSS200	0.191828266918157	0.000649624731970328
cg08988951	Staphylococcus	DNASE1L2	TSS200	0.282286247804434	0.00276235369263892
cg06399302	Bacillus	CHST8	5'UTR	0.201190697071404	0.0344112994217509
cg03032677	Cutibacterium	CDKN1A	5'UTR	0.365794816699933	-0.00637100437545997
cg19373545	Campylobacter	SH3D21	TSS1500	0.360825675302848	0.00304900075997006
cg19373545	Campylobacter	SH3D21	TSS200	0.360825675302848	0.00304900075997006
cg06090739	Anaerostipes	UBE4A	5'UTR	0.590828431756744	7.25443489656746e-05
cg20720918	Stenotrophomonas	GORASP2	TSS1500	0.42297369904225	0.00167230183711552
cg20912169	Kurthia	ADHFE1	5'UTR	0.315812087217614	-0.0064881700375252
cg20912169	Kurthia	ADHFE1	1stExon	0.315812087217614	-0.0064881700375252
cg09413615	Stenotrophomonas	CHRNA3	TSS200	0.676193193409898	0.00312821835924251
cg27180365	Cylindrospermopsis	C19orf2	TSS1500	0.202459602456211	-0.00612352139084671
cg13204568	Bacteroides	DHRS3	TSS1500	0.43578674669502	1.25664140628337e-05
cg24703168	Acidiplasma	ZSCAN23	TSS200	0.37072309866842	-0.0252943173448822
cg01287088	Curvibacter	PFN3	1stExon	0.435299883282753	-0.00496877251067442
cg02085119	Selenomonas	MAL2	TSS1500	0.494231299574206	0.00100377187436187
cg08880153	Lachnoclostridium	MAP1A	TSS1500	0.691241237068981	-0.0010088850794003
cg04334324	Stenotrophomonas	ZNF530	TSS1500	0.508745510994676	0.00438442727611962
cg03947026	Stenotrophomonas	CC2D1B	TSS1500	0.23906572256749	0.000358991819757724
cg02386822	Stenotrophomonas	MUC1	TSS200	0.217143770567716	0.000780171885031381
cg02977360	Stenotrophomonas	ZFHX4	TSS1500	0.577784425897817	0.0035301197261776
cg27276115	Stenotrophomonas	LRRK2	1stExon	0.438732108076652	0.00237412982966123
cg19320505	Stenotrophomonas	ELMOD1	TSS200	0.2634971166905	0.00157287405218195
cg19320505	Stenotrophomonas	LOC643923	TSS1500	0.2634971166905	0.00157287405218195
cg10495207	Kurthia	MAMSTR	TSS1500	0.454438583432644	0.000531877166066439
cg08081780	Clostridium	MBNL2	5'UTR	0.465027424153821	-0.00134374846163961
cg19328828	Stenotrophomonas	HCAR1	TSS1500	0.252681765285635	0.00133860323147512
cg08920610	Cylindrospermopsis	PCSK9	1stExon	0.201725463607944	-0.000346445098822236
cg08920610	Cylindrospermopsis	PCSK9	5'UTR	0.201725463607944	-0.000346445098822236
cg14080001	Delftia	SNX33	TSS1500	0.648458442307574	5.21253529572084e-05
cg18773129	Clostridium	COMT	5'UTR	0.637894797170145	-0.000789996982213806
cg18773129	Clostridium	COMT	TSS200	0.637894797170145	-0.000789996982213806
cg05977551	Streptococcus	ASAH2B	TSS200	0.409092674845794	0.00015845451732745
cg17082719	Parvimonas	MIR937	TSS1500	0.472804277644111	-0.000489759174440171
cg03132702	Cylindrospermopsis	NFIA	1stExon	0.178620640142557	-0.00978197618752501
cg03132702	Cylindrospermopsis	NFIA	TSS1500	0.178620640142557	-0.00978197618752501
cg13528344	Stenotrophomonas	GJB2	TSS1500	0.033404436365601	0.00131571690602615
cg04221877	Bacillus	RUNX3	TSS1500	0.203051673657899	0.0174616808430605
cg11042361	Rhodopseudomonas	TMEM121	5'UTR	0.692784711568597	4.80052617357821e-05
cg10398993	Ralstonia	MSLN	TSS1500	0.492519132241238	0.00231098990117026
cg08088390	Bacillus	DEFB125	TSS200	0.313327534477089	-0.0871045993127009
cg06491249	Curvibacter	IGSF11	TSS1500	0.0448348780649984	0.00149554757688225
cg22485062	Cylindrospermopsis	PPIL1	TSS200	0.202724095600326	-0.00806562592595044
cg21517947	Cyanothece	SFRP1	TSS200	0.486781769440099	-0.0498146024555629
cg15555932	Ralstonia	AP1M2	5'UTR	0.62445598190273	0.000400601986270689
cg15555932	Ralstonia	AP1M2	1stExon	0.62445598190273	0.000400601986270689
cg03453890	Ralstonia	SLC39A4	TSS1500	0.613785342111372	0.00294049319975288
cg13900773	Nocardia	PIWIL1	5'UTR	0.42578879567448	0.0163704813294246
cg13900773	Clostridium	PIWIL1	5'UTR	0.42578879567448	0.000674977149557058
cg08947181	Cylindrospermopsis	HPCAL4	5'UTR	0.24105092701828	-0.0201191730718281
cg21608489	Stenotrophomonas	POU2F2	TSS1500	0.34105971697902	0.00245969318030502
cg26489057	Kurthia	SLC44A2	TSS1500	0.301441372337972	0.00235454273686955
cg04121771	Lachnoclostridium	TM4SF4	TSS1500	0.518403490314154	0.00065030937887094
cg10368981	Cylindrospermopsis	DPYSL2	TSS200	0.336206609364577	-0.000558802973424951
cg14944575	Curvibacter	ZNF432	TSS200	0.620835244472657	0.00212245077518408
cg10775230	Lachnoclostridium	TMIE	TSS1500	0.569450200279831	-0.00272256822805809
cg16256643	Cylindrospermopsis	NDUFB7	TSS1500	0.439903087557903	-0.00717196851952001
cg13631572	Lachnoclostridium	ADCY4	TSS200	0.694052921961379	-0.00860123704524163
cg24656529	Planctopirus	QDPR	TSS1500	0.400100293853992	-0.000763677752057928
cg15063322	Stenotrophomonas	C1orf204	1stExon	0.828210856500939	0.00122627232614227
cg23752828	Lachnoclostridium	DCTN2	TSS1500	0.564774968416785	0.00110239742387277
cg10224107	Fusobacterium	C5AR1	5'UTR	0.355805073386161	9.74967308813685e-05
cg10224107	Fusobacterium	C5AR1	1stExon	0.355805073386161	9.74967308813685e-05
cg24319902	Cyanothece	SFRP1	TSS200	0.518804353153478	-0.0330686702605477
cg10917547	Gemmata	PCDHGA10	TSS200	0.353281192113361	-0.0156498362173908
cg08577743	Chryseobacterium	FAM201A	TSS200	0.597011016738951	0.000149562229708092
cg08577743	Chryseobacterium	ANKRD18A	TSS1500	0.597011016738951	0.000149562229708092
cg08435079	Lachnoclostridium	TRAPPC3	TSS200	0.22872774494955	0.000111577196751189
cg19397320	Ralstonia	BTBD3	1stExon	0.270332188003184	0.00011200852167761
cg19397320	Ralstonia	BTBD3	5'UTR	0.270332188003184	0.00011200852167761
cg20334635	Cylindrospermopsis	CSDE1	TSS200	0.186035462473611	-0.00263745867123479
cg20334635	Cylindrospermopsis	CSDE1	TSS1500	0.186035462473611	-0.00263745867123479
cg13272701	Curvibacter	MAL2	TSS200	0.214482441057293	6.3387832214485e-05
cg01394116	Curvibacter	RBM22	TSS1500	0.620503347347049	0.00277677930058292
cg14723344	Stenotrophomonas	GPR63	TSS1500	-0.00268280390641529	0.00127929206486414
cg23424800	Cylindrospermopsis	C8orf74	TSS1500	0.606770663241071	0.00398578101454572
cg23424800	Oscillibacter	C8orf74	TSS1500	0.606770663241071	-0.00146354488404131
cg20007836	Kurthia	ERBB2	5'UTR	0.18902468846396	0.00103896821703031
cg20007836	Kurthia	PGAP3	TSS1500	0.18902468846396	0.00103896821703031
cg19388154	Ralstonia	HOXB13	1stExon	0.382227068313234	0.000201895176972851
cg07634179	Stenotrophomonas	HOXC9	TSS1500	0.262793462131364	0.00307185019611706
cg04136149	Stenotrophomonas	ELMO1	TSS1500	0.222839568145512	0.00219802326063498
cg09023136	Planctopirus	MARC1	TSS1500	0.262765919032117	-0.00873853550023106
cg18046570	Bacteroides	NLK	TSS1500	0.142322550894186	2.36578784232338e-05
cg02180545	Cylindrospermopsis	C10orf2	1stExon	0.347727748934904	-0.00244874645463475
cg02180545	Cylindrospermopsis	C10orf2	5'UTR	0.347727748934904	-0.00244874645463475
cg02180545	Cylindrospermopsis	MRPL43	TSS200	0.347727748934904	-0.00244874645463475
cg15562912	Bacillus	SPSB4	TSS200	0.300929564937921	0.033108607513913
cg06046431	Gemmata	BDNF	TSS1500	0.378849528684598	-0.0102641918477454
cg26480358	Curvibacter	MIR1909	TSS1500	0.420424793226663	0.00010717078025281
cg18137244	Ralstonia	CHST12	5'UTR	0.271751805083487	0.00284757206662761
cg03701779	Cylindrospermopsis	FAM149B1	1stExon	0.143836916293751	-0.00606527854952924
cg03701779	Cylindrospermopsis	ECD	TSS200	0.143836916293751	-0.00606527854952924
cg03701779	Cylindrospermopsis	FAM149B1	5'UTR	0.143836916293751	-0.00606527854952924
cg21252914	Bacillus	KCNS2	5'UTR	0.632716450119017	0.0369466007642476
cg12448989	Stenotrophomonas	KCTD12	1stExon	0.590806336610907	0.00159639869116215
cg12043428	Cylindrospermopsis	GALM	TSS200	0.434531909551266	-0.00863576462701446
cg08810053	Campylobacter	SKIV2L	TSS1500	0.278494370475273	0.00251348391917181
cg08810053	Campylobacter	MIR1236	TSS1500	0.278494370475273	0.00251348391917181
cg17253517	Stenotrophomonas	FAM172A	TSS1500	0.511474712737076	0.00215973009996399
cg27252164	Ralstonia	ASCL2	TSS200	0.225595346641618	0.00163426105035361
cg22936975	Stenotrophomonas	PCDH20	5'UTR	0.689574674048901	0.00400701013169612
cg22936975	Stenotrophomonas	PCDH20	1stExon	0.689574674048901	0.00400701013169612
cg02676375	Bacillus	TLX3	TSS200	0.25948109620874	0.0114477553121702
cg22474435	Stenotrophomonas	EPHA5	TSS1500	0.415822869271218	0.00280683602127399
cg24146776	Cylindrospermopsis	ZBTB20	5'UTR	0.0397004019302262	0.00298048732105821
cg15525848	Ralstonia	FAM134B	TSS200	0.665958490472113	0.00314408472085519
cg17978425	Delftia	TATDN2	TSS1500	0.343323781282761	0.00237265050680638
