Row.names	des	I2	Q_test	model_p	Coefficient	C.lower	C.upper	fdr
PWY-7286	7-(3-amino-3-carboxypropyl)-wyosine_biosynthesis	0.001853639	0.202028025	6.42E-05	-0.240256087	-0.358075511	-0.122436662	0.00101103
PWY-4984	urea_cycle	67.00607682	0.003691771	0.031352425	-0.240227524	-0.458960071	-0.021494977	0.071681271
TCA	TCA_cycle_I_(prokaryotic)	45.23111602	0.070861208	0.005769378	-0.238876228	-0.408472456	-0.06928	0.019868294
P23-PWY	reductive_TCA_cycle_I	0	0.487422082	5.58E-05	-0.237299582	-0.352709651	-0.121889514	0.000909039
CITRULBIO-PWY	L-citrulline_biosynthesis	81.07707115	5.83E-05	0.107567906	-0.235633811	-0.522625857	0.051358234	0.202286403
PWY-724	"superpathway_of_L-lysine,_L-threonine_and_L-methionine_biosynthesis_II"	68.29299258	0.003680014	0.039046445	0.234658013	0.011795241	0.457520786	0.086053434
FOLSYN-PWY	superpathway_of_tetrahydrofolate_biosynthesis_and_salvage	50.14002051	0.037123553	0.009852181	-0.234627634	-0.412801298	-0.056453971	0.029185762
SULFATE-CYS-PWY	superpathway_of_sulfate_assimilation_and_cysteine_biosynthesis	53.81903317	0.03247878	0.013705528	-0.232667265	-0.417673266	-0.047661265	0.037103409
PWY-6612	superpathway_of_tetrahydrofolate_biosynthesis	44.21465716	0.049545512	0.006691497	-0.232602137	-0.400715011	-0.064489263	0.022481798
FUCCAT-PWY	fucose_degradation	40.33468919	0.046094887	0.005168489	-0.231574932	-0.393886532	-0.069263331	0.018255369
P221-PWY	octane_oxidation	47.40487705	0.062291121	0.008832879	-0.231307996	-0.404446447	-0.058169545	0.026889042
PWY-6270	isoprene_biosynthesis_I	45.5573244	0.079019328	0.007752209	0.230897409	0.060936565	0.400858253	0.024901568
PWY-2941	L-lysine_biosynthesis_II	55.70485213	0.02893733	0.016854209	-0.230215601	-0.419018238	-0.041412964	0.04339565
PWY-7269	NAD/NADP-NADH/NADPH_mitochondrial_interconversion_(yeast)	64.42049899	0.009174501	0.032322744	-0.230001819	-0.440614806	-0.019388832	0.072693191
PWY-6167	flavin_biosynthesis_II_(archaea)	0.018246883	0.120140018	0.00014015	-0.228950552	-0.346793569	-0.111107536	0.001795875
OANTIGEN-PWY	O-antigen_building_blocks_biosynthesis_(E._coli)	61.4955841	0.006910911	0.026927726	0.228633168	0.02610217	0.431164167	0.064230205
PWY-6609	adenine_and_adenosine_salvage_III	7.706077206	0.150229479	0.000308949	0.227787836	0.104036234	0.351539437	0.002837185
AST-PWY	L-arginine_degradation_II_(AST_pathway)	44.56020837	0.066061708	0.008068098	-0.227777781	-0.396294741	-0.059260822	0.025548978
LPSSYN-PWY	superpathway_of_lipopolysaccharide_biosynthesis	61.85621274	0.013382231	0.028458491	-0.22744517	-0.430915354	-0.023974985	0.065609325
PWY-6349	CDP-archaeol_biosynthesis	0.001653182	0.130449619	0.00015742	-0.227157219	-0.344969511	-0.109344928	0.00188562
PWY-5973	cis-vaccenate_biosynthesis	62.01912395	0.008372354	0.029125849	-0.226935342	-0.430798843	-0.023071842	0.066868095
SO4ASSIM-PWY	sulfate_reduction_I_(assimilatory)	50.42616589	0.046479234	0.013737015	-0.224324606	-0.40275645	-0.045892762	0.037103409
PWY66-367	ketogenesis	24.95570717	0.284920247	0.002127024	-0.22287308	-0.365072858	-0.080673301	0.010108674
PWY-5028	L-histidine_degradation_II	0	0.891707012	0.000361143	-0.221978387	-0.343950412	-0.100006362	0.003061382
PWY-821	superpathway_of_sulfur_amino_acid_biosynthesis_(Saccharomyces_cerevisiae)	38.81862885	0.078946691	0.006581995	-0.221732397	-0.381666872	-0.061797922	0.022386909
PWY-2942	L-lysine_biosynthesis_III	70.74531105	0.002825129	0.064216442	0.218865585	-0.0129249	0.45065607	0.129135983
PWY-7208	superpathway_of_pyrimidine_nucleobases_salvage	0	0.928138426	0.000205041	-0.218298525	-0.333539351	-0.1030577	0.002275709
CALVIN-PWY	Calvin-Benson-Bassham_cycle	42.2947521	0.091426136	0.009818264	0.217109391	0.05231489	0.381903892	0.029185762
PWY-7294	xylose_degradation_IV	38.65341223	0.087409979	0.007951891	-0.216210262	-0.375873956	-0.056546567	0.025326542
PWY-6837	"fatty_acid_beta-oxidation_V_(unsaturated,_odd_number,_di-isomerase-dependent)"	40.57232981	0.091008982	0.009342687	-0.215313621	-0.377670625	-0.052956617	0.028237914
PWY-7383	"anaerobic_energy_metabolism_(invertebrates,_cytosol)"	51.60157664	0.042922722	0.020095904	-0.214243933	-0.394885326	-0.03360254	0.050560927
PWY-7031	protein_N-glycosylation_(bacterial)	36.01685485	0.126851244	0.008822136	-0.213798318	-0.373805069	-0.053791566	0.026889042
PWY-5100	pyruvate_fermentation_to_acetate_and_lactate_II	73.09149208	0.000254992	0.082561201	0.2136969	-0.02756729	0.454961091	0.16131639
PWY-5004	superpathway_of_L-citrulline_metabolism	0.009604217	0.21995187	0.000293303	-0.213246084	-0.328666701	-0.097825467	0.002786383
PWY-6352	3-phosphoinositide_biosynthesis	0	1	0.237523017	0.212543007	-0.140129194	0.565215208	0.357700125
PWY-6309	"L-tryptophan_degradation_XI_(mammalian,_via_kynurenine)"	0	1	0.237523017	0.212543007	-0.140129194	0.565215208	0.357700125
SPHINGOLIPID-SYN-PWY	sphingolipid_biosynthesis_(yeast)	0	1	0.237523017	0.212543007	-0.140129194	0.565215208	0.357700125
PWY-7420	monoacylglycerol_metabolism_(yeast)	0	1	0.237523017	0.212543007	-0.140129194	0.565215208	0.357700125
PWY-6596	adenosine_nucleotides_degradation_I	0	1	0.237523017	0.212543007	-0.140129194	0.565215208	0.357700125
PWY-5757	fosfomycin_biosynthesis	0	1	0.237523017	0.212543007	-0.140129194	0.565215208	0.357700125
PWY-5304	superpathway_of_sulfur_oxidation_(Acidianus_ambivalens)	0	1	0.237523017	0.212543007	-0.140129194	0.565215208	0.357700125
PWY-5129	sphingolipid_biosynthesis_(plants)	0	1	0.237523017	0.212543007	-0.140129194	0.565215208	0.357700125
PWY-5067	glycogen_biosynthesis_II_(from_UDP-D-Glucose)	0	1	0.237523017	0.212543007	-0.140129194	0.565215208	0.357700125
PWY-5044	purine_nucleotides_degradation_I_(plants)	0	1	0.237523017	0.212543007	-0.140129194	0.565215208	0.357700125
TRIGLSYN-PWY	diacylglycerol_and_triacylglycerol_biosynthesis	0	1	0.237523017	0.212543007	-0.140129194	0.565215208	0.357700125
PWY-7546	diphthamide_biosynthesis_(eukaryotes)	0	1	0.237523017	0.212543007	-0.140129194	0.565215208	0.357700125
PWY-5667	CDP-diacylglycerol_biosynthesis_I	62.79202193	0.009571809	0.043172345	0.212473669	0.006522753	0.418424584	0.092302459
PWY0-1319	CDP-diacylglycerol_biosynthesis_II	62.82496683	0.009508074	0.043822836	0.211905694	0.005867717	0.417943671	0.093229276
PWY-7039	"phosphatidate_metabolism,_as_a_signaling_molecule"	0	0.608805117	0.000337023	-0.210898246	-0.326197565	-0.095598928	0.002995158
ECASYN-PWY	enterobacterial_common_antigen_biosynthesis	18.20759097	0.215066315	0.002169008	-0.210854363	-0.345642055	-0.076066672	0.010214731
PWY-5505	L-glutamate_and_L-glutamine_biosynthesis	68.91124859	0.00336022	0.067778875	0.209558475	-0.01531581	0.43443276	0.135804219
PWY66-399	gluconeogenesis_III	0.00491193	0.375480719	0.000383663	-0.208998259	-0.324351842	-0.093644676	0.003203006
PWY-6572	chondroitin_sulfate_degradation_I_(bacterial)	25.64046068	0.101312337	0.004579861	-0.207099194	-0.350266717	-0.063931671	0.016711942
PWY-7560	methylerythritol_phosphate_pathway_II	45.37772299	0.078978302	0.017337126	0.20585101	0.036292654	0.375409365	0.044225724
ARG+POLYAMINE-SYN	superpathway_of_arginine_and_polyamine_biosynthesis	54.80710739	0.033812516	0.031833446	-0.204688544	-0.391589529	-0.017787559	0.072182011
ARGORNPROST-PWY	"arginine,_ornithine_and_proline_interconversion"	0.003594052	0.192899727	0.000553263	-0.203338886	-0.318738134	-0.087939638	0.004233998
PWY-7616	methanol_oxidation_to_carbon_dioxide	12.2182621	0.235287972	0.002128142	-0.201181146	-0.329547366	-0.072814926	0.010108674
PWY-5173	superpathway_of_acetyl-CoA_biosynthesis	41.71689064	0.073062494	0.016264674	-0.201107835	-0.365143198	-0.037072473	0.042878733
PWY-6654	phosphopantothenate_biosynthesis_III	0	1	0.287470434	-0.200236735	-0.569195576	0.168722106	0.407188198
POLYAMSYN-PWY	superpathway_of_polyamine_biosynthesis_I	58.5995743	0.020943728	0.044482715	-0.200166996	-0.395398389	-0.004935602	0.094269138
P124-PWY	Bifidobacterium_shunt	42.92868777	0.092575988	0.017979622	0.199963788	0.034318984	0.365608593	0.045653326
PWY0-1297	superpathway_of_purine_deoxyribonucleosides_degradation	0.005218316	0.220252848	0.000688754	-0.199800202	-0.315180063	-0.084420342	0.004993469
PENTOSE-P-PWY	pentose_phosphate_pathway	60.47083266	0.015398823	0.052016213	-0.1982798	-0.398290791	0.001731192	0.108564142
PWY-5101	L-isoleucine_biosynthesis_II	0.001679179	0.279538699	0.00075567	-0.198245879	-0.313593948	-0.082897811	0.005204674
PWY-5870	ubiquinol-8_biosynthesis_(eukaryotic)	0	0.628406274	0.007773266	-0.192237019	-0.333788944	-0.050685093	0.024901568
LYSINE-AMINOAD-PWY	L-lysine_biosynthesis_IV	0	0.867390762	0.146684884	0.192202515	-0.067357412	0.451762443	0.256327822
PWY-5873	ubiquinol-7_biosynthesis_(eukaryotic)	0	0.784606348	0.004323219	-0.191179781	-0.322491308	-0.059868254	0.01620472
PWY-5871	ubiquinol-9_biosynthesis_(eukaryotic)	0	0.784606348	0.004323219	-0.191179781	-0.322491308	-0.059868254	0.01620472
PWY-6901	superpathway_of_glucose_and_xylose_degradation	64.73969876	0.01225544	0.078684573	-0.189817002	-0.401396184	0.02176218	0.155394982
PWY-6859	all-trans-farnesol_biosynthesis	85.03037706	9.33E-06	0.247872366	-0.189635901	-0.511288026	0.132016224	0.362274996
TRNA-CHARGING-PWY	tRNA_charging	55.36534906	0.028893356	0.049394381	0.188530718	0.000499597	0.376561839	0.103879022
PWY0-1298	superpathway_of_pyrimidine_deoxyribonucleosides_degradation	8.028494173	0.209993857	0.002868829	-0.188530525	-0.312467706	-0.064593344	0.01225368
PWY0-1338	polymyxin_resistance	39.33528734	0.096413734	0.022984576	-0.186125683	-0.346569493	-0.025681873	0.056537952
PWY66-398	TCA_cycle_III_(animals)	0	0.940532795	0.001545143	-0.185997737	-0.301140174	-0.0708553	0.008346802
PWY-2221	Entner-Doudoroff_pathway_III_(semi-phosphorylative)	0	0.832751707	0.001595019	-0.185503405	-0.300676407	-0.070330403	0.008487399
PWY-7373	superpathway_of_demethylmenaquinol-6_biosynthesis_II	0	1	0.301785145	-0.185262852	-0.536903395	0.16637769	0.423113524
PWY-6524	lychnose_and_isolychnose_biosynthesis	0	1	0.301785145	-0.185262852	-0.536903395	0.16637769	0.423113524
PWY-5022	4-aminobutanoate_degradation_V	38.91735268	0.087886673	0.024677717	-0.18323579	-0.343106627	-0.023364953	0.059637816
ARGININE-SYN4-PWY	L-ornithine_de_novo__biosynthesis	79.45669093	0.000259753	0.193558044	-0.182657558	-0.458017363	0.092702247	0.315908183
PWY-6174	mevalonate_pathway_II_(archaea)	0	0.665520011	0.003038013	-0.182639222	-0.30341607	-0.061862373	0.012668544
PWY-5345	superpathway_of_L-methionine_biosynthesis_(by_sulfhydrylation)	37.79569748	0.125894838	0.024207723	-0.181910019	-0.340102625	-0.023717413	0.058759714
PWY-6435	4-hydroxybenzoate_biosynthesis_V	25.66251088	0.143851523	0.013244189	0.180766354	0.037740003	0.323792705	0.036126477
POLYISOPRENSYN-PWY	polyisoprenoid_biosynthesis_(E._coli)	83.25762629	2.99E-05	0.245483369	-0.180321879	-0.484633449	0.123989692	0.362274996
PWY-6415	L-ascorbate_biosynthesis_V	1.12E-05	0.169274313	0.002231446	-0.179936477	-0.295279642	-0.064593312	0.010283715
PWY-7196	superpathway_of_pyrimidine_ribonucleosides_salvage	20.02824392	0.221307471	0.010832133	0.17760872	0.040992789	0.314224651	0.030924897
PWY-6121	5-aminoimidazole_ribonucleotide_biosynthesis_I	74.87690308	0.00118785	0.167449809	0.175706043	-0.073762517	0.425174603	0.28240538
P461-PWY	"hexitol_fermentation_to_lactate,_formate,_ethanol_and_acetate"	76.16644983	0.001687765	0.178921572	-0.175575326	-0.431602175	0.080451522	0.299652845
ALLANTOINDEG-PWY	superpathway_of_allantoin_degradation_in_yeast	42.02768728	0.071621642	0.039591634	-0.172606327	-0.336991532	-0.008221121	0.086225259
LYSINE-DEG1-PWY	L-lysine_degradation_XI_(mammalian)	0	0.983556871	0.207093345	0.171069442	-0.094696554	0.436835439	0.330749082
PWY0-1061	superpathway_of_L-alanine_biosynthesis	18.34976014	0.316575303	0.012857271	0.170971611	0.036269512	0.30567371	0.035421781
PWY-5306	superpathway_of_thiosulfate_metabolism_(Desulfovibrio_sulfodismutans)	0	1	0.340659404	0.170900492	-0.180628269	0.522429253	0.458932351
PWY-5381	pyridine_nucleotide_cycling_(plants)	0	1	0.340659404	0.170900492	-0.180628269	0.522429253	0.458932351
SUCSYN-PWY	sucrose_biosynthesis_I_(from_photosynthesis)	0	1	0.389969736	0.168163666	-0.215232133	0.551559465	0.509178495
PWY-7347	sucrose_biosynthesis_III	0	1	0.389969736	0.168163666	-0.215232133	0.551559465	0.509178495
PWY-7238	sucrose_biosynthesis_II	0	1	0.389969736	0.168163666	-0.215232133	0.551559465	0.509178495
PWY0-1533	methylphosphonate_degradation_I	13.48629346	0.233176082	0.011411783	-0.167264004	-0.296850354	-0.037677654	0.032411818
PWY-6936	seleno-amino_acid_biosynthesis	69.31724821	0.004176942	0.149340335	0.166381605	-0.059785097	0.392548307	0.257951487
PWY-6471	peptidoglycan_biosynthesis_IV_(Enterococcus_faecium)	70.0765816	0.002046301	0.158358996	0.164771331	-0.064168896	0.393711558	0.270669342
PWY-6165	chorismate_biosynthesis_II_(archaea)	26.38181413	0.206693247	0.027275117	-0.164367243	-0.310299495	-0.01843499	0.064493026
PWY-6168	flavin_biosynthesis_III_(fungi)	0.001881833	0.523053413	0.005453818	0.163322997	0.048132214	0.27851378	0.018899708
PWY-7279	aerobic_respiration_II_(cytochrome_c)_(yeast)	45.47378108	0.071603939	0.059683084	-0.162987911	-0.332626147	0.006650324	0.122090566
PWY-7245	superpathway_NAD/NADP_-_NADH/NADPH_interconversion_(yeast)	0.005934945	0.254721651	0.006940191	-0.162985631	-0.281312074	-0.044659188	0.023036416
PWY-7282	4-amino-2-methyl-5-phosphomethylpyrimidine_biosynthesis_(yeast)	45.2631818	0.073029426	0.061238926	-0.161671827	-0.330961624	0.007617971	0.123709525
PWY-5121	superpathway_of_geranylgeranyl_diphosphate_biosynthesis_II_(via_MEP)	21.33550756	0.321350244	0.023508472	0.159403233	0.021471605	0.297334862	0.057314903
PWY-7210	pyrimidine_deoxyribonucleotides_biosynthesis_from_CTP	49.72588809	0.032772761	0.079232662	-0.158541843	-0.335583848	0.018500162	0.15591856
PWY-6307	"L-tryptophan_degradation_X_(mammalian,_via_tryptamine)"	0	0.625230882	0.149836565	0.158163698	-0.05709442	0.373421816	0.257999836
HEXITOLDEGSUPER-PWY	superpathway_of_hexitol_degradation_(bacteria)	65.39585397	0.010069784	0.146434748	-0.158018574	-0.371282641	0.055245493	0.256327822
THISYN-PWY	superpathway_of_thiamin_diphosphate_biosynthesis_I	61.43931608	0.015866854	0.12673287	-0.157405557	-0.359426748	0.044615633	0.230746989
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate_degradation	59.77706953	0.018596443	0.120200048	-0.156856909	-0.354699159	0.040985341	0.221505775
PWY-5055	nicotinate_degradation_III	0	0.67593406	0.043219663	-0.152745895	-0.300836159	-0.004655632	0.092302459
PWY-622	starch_biosynthesis	8.898463935	0.280915494	0.016503466	0.152544662	0.027843428	0.277245896	0.04309673
PWY-6549	L-glutamine_biosynthesis_III	55.50573559	0.013569592	0.113925088	0.151606434	-0.036364359	0.339577227	0.212788894
PWY-7391	isoprene_biosynthesis_II_(engineered)	0	0.536137522	0.010185206	-0.150971861	-0.266131238	-0.035812483	0.029851321
PWY3O-19	ubiquinol-6_biosynthesis_from_4-hydroxybenzoate_(eukaryotic)	0	0.804754608	0.025252573	-0.149774031	-0.280969331	-0.018578732	0.060760557
PWY-5180	toluene_degradation_I_(aerobic)_(via_o-cresol)	0	0.464614751	0.010825354	-0.149743345	-0.264915468	-0.034571222	0.030924897
RUMP-PWY	formaldehyde_oxidation_I	61.11333635	0.017381389	0.147891719	-0.148537548	-0.349729329	0.052654232	0.256327822
THISYNARA-PWY	superpathway_of_thiamin_diphosphate_biosynthesis_III_(eukaryotes)	0.00141795	0.414786195	0.011782035	0.14801452	0.032830523	0.263198517	0.032787379
P261-PWY	coenzyme_M_biosynthesis_I	0	0.784044653	0.033381591	-0.147831336	-0.284023612	-0.011639061	0.074466625
THREOCAT-PWY	superpathway_of_L-threonine_metabolism	46.46095284	0.081208562	0.090491705	-0.147790709	-0.31890532	0.023323903	0.174950629
PWY-6353	purine_nucleotides_degradation_II_(aerobic)	74.14616282	0.002168677	0.244623211	-0.145982484	-0.391894213	0.099929245	0.362274996
PWY-5464	"superpathway_of_cytosolic_glycolysis_(plants),_pyruvate_dehydrogenase_and_TCA_cycle"	0	0.593237336	0.01297072	-0.145955767	-0.261093514	-0.030818019	0.035556552
PWY-7268	NAD/NADP-NADH/NADPH_cytosolic_interconversion_(yeast)	0.002422866	0.24182569	0.016342167	-0.144914131	-0.263200198	-0.026628065	0.042878733
VALDEG-PWY	L-valine_degradation_I	0	0.828152739	0.039356562	-0.1444338	-0.281824426	-0.007043175	0.086053434
AEROBACTINSYN-PWY	aerobactin_biosynthesis	7.757224618	0.505099109	0.022349896	-0.143829562	-0.267233815	-0.020425309	0.055472039
PWY-5188	tetrapyrrole_biosynthesis_I_(from_glutamate)	60.66602235	0.013419984	0.165582371	0.141493865	-0.058517006	0.341504737	0.280725804
PWY-5182	toluene_degradation_II_(aerobic)_(via_4-methylcatechol)	0.002834633	0.339500193	0.016096048	-0.141448671	-0.256639929	-0.026257413	0.042845036
PWY-5265	peptidoglycan_biosynthesis_II_(staphylococci)	29.43681142	0.190802474	0.060202554	-0.141205352	-0.288471003	0.0060603	0.122404456
PROPFERM-PWY	L-alanine_fermentation_to_propanoate_and_acetate	46.12666232	0.0555531	0.105573231	-0.141005114	-0.311767852	0.029757624	0.199254489
PPGPPMET-PWY	ppGpp_biosynthesis	46.12666232	0.0555531	0.105573231	-0.141005114	-0.311767852	0.029757624	0.199254489
PWY-5178	toluene_degradation_IV_(aerobic)_(via_catechol)	0	0.981785039	0.032264368	-0.140245052	-0.268624245	-0.011865858	0.072693191
PWY-7242	D-fructuronate_degradation	75.43182656	0.000284277	0.27777978	0.139519441	-0.112436648	0.391475529	0.394475925
METH-ACETATE-PWY	methanogenesis_from_acetate	74.06662272	0.000376564	0.265502463	0.139378661	-0.105957789	0.38471511	0.382962977
PWY-6606	guanosine_nucleotides_degradation_II	63.67065551	0.013177116	0.191743411	-0.138643329	-0.346800076	0.069513417	0.314436368
LEU-DEG2-PWY	L-leucine_degradation_I	0	0.430368419	0.126824291	-0.138340436	-0.315935365	0.039254494	0.230746989
PWY-7399	methylphosphonate_degradation_II	52.66878479	0.041622502	0.138670689	-0.137648567	-0.319843073	0.044545939	0.246475967
PWY-3841	folate_transformations_II	53.7882056	0.036674825	0.144430185	0.137417269	-0.047121733	0.321956271	0.254252499
PWY-3001	superpathway_of_L-isoleucine_biosynthesis_I	42.92776433	0.091794874	0.105594031	0.136638922	-0.02884606	0.302123903	0.199254489
SALVADEHYPOX-PWY	adenosine_nucleotides_degradation_II	75.72907804	0.000755342	0.300360567	-0.133958057	-0.387470644	0.11955453	0.423113524
PWY-7374	"1,4-dihydroxy-6-naphthoate_biosynthesis_I"	19.29940266	0.42197401	0.059826593	-0.133520961	-0.272568051	0.00552613	0.122090566
PWY-5183	superpathway_of_aerobic_toluene_degradation	0	0.844557528	0.070823464	-0.131086298	-0.273300029	0.011127432	0.141390322
URSIN-PWY	ureide_biosynthesis	39.20258149	0.104798499	0.110097348	-0.130461973	-0.290499432	0.029575486	0.206338907
PWY-6071	superpathway_of_phenylethylamine_degradation	46.28918414	0.081733801	0.138056124	-0.129222834	-0.299998523	0.041552855	0.246177749
PWY-6876	isopropanol_biosynthesis	0.000262057	0.219190204	0.028191008	-0.129002231	-0.244211221	-0.013793242	0.065265737
PWY-6467	Kdo_transfer_to_lipid_IVA_III_(Chlamydia)	0	0.957798354	0.041753267	0.128839855	0.004809859	0.252869852	0.090575001
PWY-5079	L-phenylalanine_degradation_III	0	0.321385316	0.131479472	0.128477908	-0.038473751	0.295429568	0.235526005
HEMESYN2-PWY	heme_biosynthesis_II_(anaerobic)	4.467921484	0.187201384	0.036097933	-0.128348377	-0.24837676	-0.008319993	0.080201455
PWY-7224	purine_deoxyribonucleosides_salvage	0	0.718382138	0.13165519	-0.128305561	-0.295109185	0.038498063	0.235526005
P241-PWY	coenzyme_B_biosynthesis	43.71006048	0.103819455	0.147505871	-0.12812111	-0.301493913	0.045251693	0.256327822
PWY-4361	S-methyl-5-thio-&alpha;-D-ribose_1-phosphate_degradation	0	0.820763546	0.058455984	-0.12803263	-0.260646003	0.004580743	0.120183759
GLUCUROCAT-PWY	superpathway_of_&beta;-D-glucuronide_and_D-glucuronate_degradation	77.17496016	0.000138212	0.3373639	0.127848028	-0.133337053	0.389033108	0.457851008
PWY-6895	superpathway_of_thiamin_diphosphate_biosynthesis_II	54.32213302	0.038498272	0.176841289	-0.127843219	-0.31337435	0.057687911	0.2970718
PWY-621	sucrose_degradation_III_(sucrose_invertase)	81.45935374	2.95E-05	0.388907853	0.127197592	-0.162151056	0.416546241	0.509178495
PWY0-321	phenylacetate_degradation_I_(aerobic)	45.93608698	0.084132144	0.143707802	-0.126959332	-0.29714741	0.043228745	0.253791663
PWY-7317	superpathway_of_dTDP-glucose-derived_O-antigen_building_blocks_biosynthesis	0	0.921068195	0.039326159	-0.126792228	-0.24738292	-0.006201536	0.086053434
PWY-7323	superpathway_of_GDP-mannose-derived_O-antigen_building_blocks_biosynthesis	67.77471407	0.008034928	0.262932124	-0.12610992	-0.34689921	0.09467937	0.381251579
PWY66-409	superpathway_of_purine_nucleotide_salvage	0	0.604748516	0.03178153	-0.126087707	-0.241183363	-0.010992052	0.072182011
PWY-5177	glutaryl-CoA_degradation	61.2457759	0.014250944	0.221562467	0.125567543	-0.075766794	0.32690188	0.345838299
PANTOSYN-PWY	pantothenate_and_coenzyme_A_biosynthesis_I	23.08027524	0.197287486	0.079828686	0.125002619	-0.014863395	0.264868633	0.156532405
PWY-7338	"10-trans-heptadecenoyl-CoA_degradation_(reductase-dependent,_yeast)"	0	0.488923581	0.327496708	0.124274238	-0.124480721	0.373029198	0.448882303
PWY-7337	10-cis-heptadecenoyl-CoA_degradation_(yeast)	0	0.488923581	0.327496708	0.124274238	-0.124480721	0.373029198	0.448882303
PWY-4722	creatinine_degradation_II	51.82822574	0.039808556	0.180957921	-0.123275616	-0.303880869	0.057329636	0.302144892
PWY-5941	glycogen_degradation_II_(eukaryotic)	0.000341383	0.15464958	0.036480225	-0.12296395	-0.238192733	-0.007735167	0.080725316
PWY0-881	superpathway_of_fatty_acid_biosynthesis_I_(E._coli)	46.72759708	0.069366155	0.167598111	-0.120792391	-0.292354077	0.050769294	0.28240538
PWY-6608	guanosine_nucleotides_degradation_III	74.30149585	0.001073444	0.340194138	-0.11995432	-0.366453218	0.126544579	0.458932351
PWY-6891	thiazole_biosynthesis_II_(Bacillus)	60.26813464	0.019643178	0.239656037	-0.119404002	-0.318432917	0.079624912	0.358832816
PWY-7003	glycerol_degradation_to_butanol	0	0.704481441	0.042149276	-0.119292982	-0.234354484	-0.004231481	0.091075495
PWY-7392	taxadiene_biosynthesis_(engineered)	1.261103228	0.37315104	0.044846247	0.119251525	0.002742167	0.235760883	0.094675411
PWY-6545	pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_III	0	0.611070281	0.042751167	-0.118965933	-0.234046708	-0.003885158	0.092015207
1CMET2-PWY	N10-formyl-tetrahydrofolate_biosynthesis	59.41625791	0.020297503	0.242391341	0.11736513	-0.079405978	0.314136239	0.361944794
PWY-5509	"adenosylcobalamin_biosynthesis_from_cobyrinate_a,c-diamide_I"	0	0.766548946	0.053824933	-0.116197875	-0.234307301	0.001911551	0.111915239
CODH-PWY	reductive_acetyl_coenzyme_A_pathway	0	0.46544959	0.071482757	-0.115324838	-0.240731372	0.010081696	0.142191332
PWY490-3	nitrate_reduction_VI_(assimilatory)	50.68762341	0.050010943	0.209358536	0.114331664	-0.064175757	0.292839086	0.332439635
PWY-6138	CMP-N-acetylneuraminate_biosynthesis_I_(eukaryotes)	36.0495754	0.144445119	0.161366806	-0.114074834	-0.273720856	0.045571188	0.274423179
PWY-6344	L-ornithine_degradation_II_(Stickland_reaction)	0.007653056	0.42478451	0.126974759	-0.113463868	-0.259181137	0.032253401	0.230746989
PWY-5109	2-methylbutanoate_biosynthesis	0	1	0.247627865	-0.111768072	-0.301246192	0.077710048	0.362274996
METHYLGALLATE-DEGRADATION-PWY	methylgallate_degradation	0	1	0.247627865	-0.111768072	-0.301246192	0.077710048	0.362274996
ILEUDEG-PWY	L-isoleucine_degradation_I	0	1	0.247627865	-0.111768072	-0.301246192	0.077710048	0.362274996
GALLATE-DEGRADATION-II-PWY	gallate_degradation_I	0	1	0.247627865	-0.111768072	-0.301246192	0.077710048	0.362274996
GALLATE-DEGRADATION-I-PWY	gallate_degradation_II	0	1	0.247627865	-0.111768072	-0.301246192	0.077710048	0.362274996
PWY-6143	CMP-pseudaminate_biosynthesis	32.6791248	0.110105609	0.147935113	-0.111700036	-0.263012185	0.039612112	0.256327822
PWY-7371	"1,4-dihydroxy-6-naphthoate_biosynthesis_II"	29.54540669	0.100199629	0.143561742	-0.110049928	-0.257517281	0.037417425	0.253791663
PWY-5695	urate_biosynthesis/inosine_5'-phosphate_degradation	69.56869059	0.006013557	0.345626794	0.109240266	-0.117783032	0.336263565	0.463358548
PWY-1501	mandelate_degradation_I	30.08249934	0.309160024	0.306042929	-0.10885763	-0.317303582	0.099588322	0.426910517
TYRFUMCAT-PWY	L-tyrosine_degradation_I	0.001268706	0.39256182	0.116241406	-0.106320492	-0.238986238	0.026345254	0.216381807
PWY-6107	chlorosalicylate_degradation	0	0.433552678	0.078658057	-0.10600968	-0.224162701	0.01214334	0.155394982
PWY-7409	"phospholipid_remodeling_(phosphatidylethanolamine,_yeast)"	8.498313174	0.257342373	0.1014248	-0.103789823	-0.227981619	0.020401974	0.193373926
PWY-6595	superpathway_of_guanosine_nucleotides_degradation_(plants)	41.15109681	0.115038653	0.214193385	-0.103056411	-0.265671406	0.059558583	0.337201586
7ALPHADEHYDROX-PWY	"cholate_degradation_(bacteria,_anaerobic)"	0.000802398	0.232366104	0.095716026	-0.102612499	-0.223331817	0.01810682	0.183408235
GOLPDLCAT-PWY	"superpathway_of_glycerol_degradation_to_1,3-propanediol"	53.66812585	0.033250323	0.274756111	-0.102581709	-0.286669811	0.081506393	0.391190225
PWY-7315	dTDP-N-acetylthomosamine_biosynthesis	35.16989915	0.122667667	0.195507605	-0.102019898	-0.256490322	0.052450526	0.315908183
PWY-7198	pyrimidine_deoxyribonucleotides_de_novo_biosynthesis_IV	0	0.601574541	0.083449324	-0.101617039	-0.216674325	0.013440247	0.16247554
