ID	S1	S2	S3	S4	S5	S6	S7	S8	S9	S11	S12	S13	S14	S15	S16	S17	S18	S19	S21	S22	S23	S24	S25	S26	S27	S28	S29	S31	S32	S33	S34	S35	S36	S37	S38	S39
s__Streptococcus_infantis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02603	0.01072	0	0.00111	0	0	0
s__Streptococcus_milleri	0	0	0	0	0.00921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_mitis	0	0	0.00361	0.00239	0	0.00634	0.03225	0.00076	0.02769	0	0	0	0.00184	0	0	0	0	0.00192	0	0	0	0	0	0	0.00674	0	0	0.00038	0	0.02179	0.00608	0	0.00193	0	0	0
s__Streptococcus_oralis	0	0	0	0	0.006	0	0	0	0.00225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228	0	0	0.01921	0	0	0
s__Streptococcus_parasanguinis	0	0	0	0.01005	0.02527	0	0.00421	0	0	0	0.00091	0	0	0	0.0112	0.0015	0	0	0	0.00326	0.00266	0	0	0	0.01565	0	0	0	0	0.1137	0	0	0.01327	0	0.00995	0
s__Streptococcus_pasteurianus	0	0	0	0	0	0	0	0	0	0	0	0	0.00054	0	0	0	0	0	0	0	0.01243	0	0	0	0	0	0	0	0	0	3.10404	0.01098	0	0	0	0
s__Streptococcus_salivarius	0.00574	0	0.0666	0.09981	0.01259	0.00684	0.04931	0	0.05248	0.00242	0.00874	0.01487	0.02748	0.00148	0.04519	0.01001	0	0	0	0.01093	0.01741	0.00167	0	0	0.03531	0	0	0.00216	0.00042	0.14681	0	0	0.00688	0	0.02518	0
s__Streptococcus_sanguinis	0	0	0	0	0	0	0.01039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_sinensis	0	0	0	0	0	0	0	0	0.00186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Streptococcus_sp_A12	0	0	0	0	0	0	0.00098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00121	0	0	0	0	0	0
s__Streptococcus_thermophilus	0	0	0	0	0	0.04934	0	0.02151	0	0	0.10866	0.00097	0	0.03913	0	0	0.00073	0.00346	0	0	0	0	0	0	1.74678	0	0.02609	0	0.01957	0	0	0	0.04054	0	0	0
s__Streptococcus_vestibularis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05681	0	0	0	0	0	0
s__Catabacter_hongkongensis	0	0	0	0	0	0.00482	0	0.01212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Christensenella_minuta	0	0	0	0	0	0	0	0.02025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00253	0	0	0	0	0	0	0	0	0	0	0
s__Butyricicoccus_porcorum	0	0	0	0	0	0.27985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Butyricicoccus_pullicaecorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03418	0	0	0	0	0	0	0	0	0	0.00245	0	0	0	0	0	0	0	0	0	0
s__Butyribacterium_methylotrophicum	0	0	0	0.00034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridium_bolteae_CAG_59	0.00891	0	0	0	0.0335	0	0.00028	0.00192	0.00279	0	0	0	0	0	0	0.00551	0.03115	0.00071	0	0	1.03555	0	0	0	0	0	0	0.00863	0	0	0	0	0.06704	0	0	0
s__Clostridium_celatum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02369	0	0	0	0	0	0	0	0	0	0	0.13892	0	0
s__Clostridium_disporicum	0	0	0	0	0	0	0.05827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01634	0	0	0	0	0	0	0	0	0	0	0.03753	0	0
s__Clostridium_paraputrificum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258	0	0	0	0	0	0.01751	0	0	0.01173	0	0	0	0.04897	0
s__Clostridium_perfringens	0.00105	0	0	0	0	0	0	0	0.10082	0	0	0	0	0	0	0	0	0	0	0	0	0.03226	0.00522	0.021	0.06973	0	0	0	0	0	0	0	0	0.13053	0.25716	0
s__Clostridium_sp_CAG_242	0	0.00156	0	0.11711	0	0	0	0	0	0.00204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17258	0	0	0	0	0	0	0	0	0	0	0
s__Clostridium_sp_CAG_299	0	0	0	0	0	0	0.07873	0	0	0	0	0	0	0	0.03711	0	0	0	0	0	0	0	0	0	0.03758	0	0.00733	0.09415	0.01228	0	0.55767	0	0	0	0	0
s__Clostridium_sp_CAG_58	0.00304	0.40405	0.00228	1.29663	0	0	0	0.00571	0.0338	0	0.04045	0	0	0.02839	0.22579	0	0.00171	0.09174	0	0	2.20086	0	0.02663	0	0	0	0.09103	0.31632	0.06044	0	0	0.00967	0	0.07084	0.01128	0
s__Hungatella_hathewayi	0	0.3264	0.11414	0.00045	0.19774	0.25598	0	0.00187	0	0	0	0	0	0	0.00146	0	0	0	0.49067	0	0.12352	0	0.02011	0	0.02838	0.06507	0	0.02978	0	0.00835	0	0	0.02573	0.01458	0	0.45591
s__Lactonifactor_longoviformis	0	0.00504	0.03269	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Eubacterium_sulci	0	0	0	0	0.00054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Mogibacterium_diversum	0	0	0	0	0	0.00053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridiales_bacterium_1_7_47FAA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00391	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00079	0	0	0	0	0	0
s__Intestinimonas_butyriciproducens	0	0.04546	0	0	0	0	0	0.09176	0	0.03302	0	0	0	0	0.01615	0	0	0	0	0	0	0	0.00038	0	0.06304	0	0.01487	0.01727	0.01575	0	0	0.0168	0	0.0074	0	0
s__Lawsonibacter_asaccharolyticus	0	0	0	0.00141	0.03564	0.0139	0.00104	0	0	0	0	0.00045	0.00235	0.00156	0.00054	0	0	0	0	0	0	0	0	0	0	0	0.00656	0.00185	0.00517	0.01628	0	0	0	0	0.00108	0
s__Eubacterium_callanderi	0	0	0	0.00356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Eubacterium_dolichum_CAG_375	0	0	0	0	0.13759	0	0	0	0	0	0	0	0	0	0	0.01295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0115	0	0	0	0	0
s__Eubacterium_eligens	0.02431	0	0	0	0.15107	0.08898	0.00071	0	0.02974	0	0.05342	0.75711	1.76284	0.24499	0	0.3552	0.61027	0.00122	0	0	0	0.78423	0.01045	0	0.13825	0	0	0	0	0	0	0.8756	0	0.04392	1.72121	0
s__Eubacterium_hallii	0.02266	0	0	0	0.51301	0	1.00171	0.83907	0.14016	0.36517	0.34001	0.40399	0	0.18422	0.15024	0	0.03187	0.02213	0	0	0	0.06485	0.00058	0.02963	0.15137	0	0.36206	0.01651	0.46334	0.01124	0.0609	0.01338	0.01657	0.05125	0.1773	0.00443
s__Eubacterium_limosum	0	0.00298	0	0.00142	0	0.0107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Eubacterium_ramulus	0	0	0	0	0	0	0.04404	0.07646	0	0.02408	0	0	0	0.01938	0.0229	0	0.01679	0.00026	0	0	0	0	0.00454	0	0.02746	0	0.0015	0.01027	0.01617	0.00855	0	0.01193	0	0.02711	0.01408	0
s__Eubacterium_sp_CAG_180	0	0.00274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07211	0	0	0	0.94889	0	0.21349	0	0	0	0.00118	0	0	0.01285	0	1.068	0	0.11753
s__Eubacterium_sp_CAG_251	0.58152	0	0	0	0	0	0	0.12302	0	0	0	0	0	0	0.1055	0	0.01128	0.01129	0	0	0	0	0.38594	0	0.01557	0	0.00012	0	0.00026	0	0	0	0	0.37592	0	0.00081
s__Eubacterium_sp_CAG_274	0	0.39288	0.01801	0	0.03115	0	0.38195	0.09544	0	0.05217	0.04401	0	0	0.2353	0.12056	0	0.00959	0.0138	0	0	0.14295	0	0	0	0.0265	0	0.30286	0	0.33981	0	0	0	0	0.00236	0	0.00144
s__Eubacterium_sp_CAG_38	0	0	0.47796	0.09948	0	0.39879	0.06591	0	0	0.30691	0.01499	0.45654	0.3468	0.93528	0	0.11677	1.29502	0.00745	0	0	0	0	0.0886	0	0.02036	0	0	0.18064	0	0.52604	0	0	0	0.41496	0	0
s__Eubacterium_sp_CAG_786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13891	0	0	0	0	0	0	0	0	0	0	0.359	0	0
s__Eubacterium_sp_OM08_24	1.40751	0	0.00077	0	0	0	0	0	0	0	0	0	0.37596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Eubacterium_ventriosum	0.04091	0	0	0	0.91536	0.49798	0.20934	0	0.01599	0.11224	0	0	0.86185	0.01823	0.03156	2.13909	0.01685	0.00163	0	0	0	0	0.01427	0.08423	0.0106	0	0.09545	0.00157	0.10883	0	0	0	0.10809	0.06197	0	0
s__Anaerostipes_caccae	0	0	0	0	0	0.00202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Anaerostipes_hadrus	0.02469	0.0898	2.07321	0	0.67015	0	1.86743	3.60052	0.48693	0.13519	1.33085	0.53615	0.89127	0.05163	0.25274	0	0.20534	0.01173	1.0217	0.19276	0.74355	0.01345	0.00915	0.00221	0.0076	0	0.05342	0.04238	0.10541	0.06287	0.02272	0.0323	0.05484	0.06955	0.06043	1.37148
s__Anaerotignum_lactatifermentans	0	0	0	0	0	0	0	0	0	0.00267	0	0	0	0	0	0.15421	0	0	0	0	0	0	0	0	0	0.21959	0	0	0	0	0.74532	0	0	0	0	0
s__Blautia_coccoides	0	0	0	0	0.01029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Blautia_hansenii	0	0	0	0.00074	0.00023	0.00113	0.00373	0	0	0.00188	0	0	0	0	0	0.02554	0	0	0	0	0	0	0	0	0.05157	0.03973	0	0.01452	0	0	0.01839	0	0	0	0	0
s__Blautia_hydrogenotrophica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02664	0	0	0	0	0	0	0	0	0	0	0
s__Blautia_obeum	0.01053	0.02599	0	0.03456	0	0.81653	0.32829	0.05296	0.13592	0.04013	0.10644	0.02604	0.04973	0.10834	0.02022	0	0.00164	0.00108	0.41514	0	0.4004	0.1003	0.0047	0.00365	0.10977	0	0.09566	0.2877	0.16156	0.00492	0	0.1747	0.00888	0.03078	0.29325	0.67575
s__Blautia_producta	0	0	0.03249	0	0.01377	0	0	0	0	0	0	0	0	0	0	0.00152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Blautia_sp_CAG_257	0	0	0.0732	0	0	0.15289	0.00165	0	0.0146	0.00036	0	0	0	0	0	0.03185	0	0	0	0	0	0	0	0	0	0	0	0.02087	0	0	0	0	0	0	0	0
s__Blautia_wexlerae	0.00245	0	0.01275	0.49075	1.25	0.08721	0.03984	0.18638	0.05407	0.09653	0.47637	0.21329	0.50744	0.00974	0.0064	0.19987	0.19576	0.16989	0.18971	0	0.0838	0.00724	0.00688	0.01034	0.18245	0	0.02707	0.05179	0.02835	0.02855	0.00409	0.0151	0.06633	0.01677	0.01755	0.4499
s__Ruminococcus_gnavus	0	1.35234	0.40717	0.19306	1.9488	0.07388	0.06134	0	1.23496	0.04379	0.04923	0.13981	0.44936	0.00595	0.02398	0.28454	0.00293	0.04596	1.179	0.59544	3.26942	0	0	0.04992	0.04472	0.44191	1.19361	0.95344	0.87828	0.00581	0.32051	0	0.16798	0.01072	0.00077	1.19905
s__Ruminococcus_torques	0.03004	0	0	5.08247	0.1979	0	1.4453	0.07033	0	0	1.20615	0.08496	0.03609	0.07157	0.17886	0	0.35884	0.04782	0	0	0	0	0.14543	0.1169	0.16052	0	1.04763	0.06987	1.21608	0.00021	0	0.42495	2.19311	0.42259	0	0.02349
s__Catonella_morbi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00132	0	0	0	0	0	0	0	0	0	0	0.00893	0	0
s__Coprococcus_catus	0.03367	0	0	0.11332	0	0	0.12066	0.06881	0.11091	0	0	0.06749	0	0.00964	0	0	0	0	0	0	0	0.01142	0.07377	0	0.01842	0	0.10722	0.13895	0.23515	0.06177	0	0.0236	0	0.22488	0.08241	0.00044
s__Coprococcus_comes	0.02015	0.0987	0	0	0	0	0.17318	0.15095	0.95189	0	0	0	0	0.15705	0.20714	0	0.00596	0.01146	0	0	0	0.01154	0.09531	0.00348	0.05199	0	0.19972	0.76364	0.31974	0	0	0.05078	0	0.23635	0.04346	0.00243
s__Coprococcus_eutactus	0	0	0	0	0	0	0	0.96516	0	0	0	0	0	1.26929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Dorea_formicigenerans	0.04423	0	0.1609	0	0	0	0.34099	0.98546	1.22288	0.09365	0.12789	0	0	0.05221	0.03733	0	0.00101	0.00156	0.082	0	0	0.01694	0.01251	0.01201	0.06948	0	0.10351	0.12948	0.1912	0.02315	0.04604	0.12411	0	0.06723	0.08642	0.18672
s__Dorea_longicatena	0.07101	0	0	0	0	0	0.24609	0.50512	2.90013	0	0.3358	0.20474	0.00682	0.08207	0.13968	0	0.12018	0.02028	0	0	0	0.08581	0.19585	0.04225	0.17187	0	0.2233	0.14486	0.26247	0.03217	0.01793	0.26272	1.37372	0.49856	0.15302	0.00918
s__Dorea_sp_CAG_317	0	0	0	0	0	0	0	0	0	0.29079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03045	0	0	0	0	0	0	0	0	0	0	0
s__Eisenbergiella_massiliensis	0	0	0	0.02455	0	0	0.0034	0	0	0	0	0	0.00107	0	0.00064	0	0	0	0	0	0	0	0	0	0	0	0.00323	0.01596	0.00792	0	0	0	0.00604	0	0	0
s__Eisenbergiella_tayi	0	0	0	0.01768	0	1.16688	0	0	0	0	0	0	0	0	0	0	0.00628	0	0	0	0	0	0	0	0	0	0.00316	0	0.01029	0	0	0.03677	0.06161	0	0.00198	0
s__Faecalicatena_orotica	0	0	0	0	0	0.0872	0	0	0	0	0	0	0	0	0	0.0064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Fusicatenibacter_saccharivorans	0.28204	0.00085	1.9182	0.02722	3.32587	0	0.68993	1.05089	0.26842	0.19636	0.74708	1.14516	0.00946	0.25893	0.34643	0	0.67636	0.18232	0	0	0.16156	0.02266	0.00065	0.00591	0.0481	0	0.34993	0.05586	0.78058	0.14448	0	0.0134	0.43073	0.04188	0.1059	0.01515
s__Clostridium_aldenense	0	0.00191	0	0.01423	0.02062	0.05692	0.00141	0	0	0.00282	0	0	0.01028	0	0	0	0	0	0	0	0.00442	0	0	0	0	0.0138	0	0.01345	0	0	0	0	0.00154	0	0	0
s__Clostridium_asparagiforme	0	0.06854	0	0.00634	0	0	0	0.00332	0	0.01361	0	0.0133	0.01755	0	0.01041	0	0	0	0	0	0	0	0.0367	0	0.02795	0.01486	0	0.04643	0	0	0	0	0.00721	0.07136	0	0
s__Clostridium_bolteae	0.03312	0.27154	0.07733	0.21047	0.57285	5.30151	0.03098	0.03011	0.01382	0.21774	0.00754	0.03216	0.28334	0	0.0058	0.13491	0.10357	0.00232	0	0	0.06125	0	0.03172	0.00073	0.00994	0.08515	0.00017	0.07302	0.0021	0.00168	0	0	0.37031	0.04346	0	0
s__Clostridium_citroniae	0.00094	0.04057	0.00353	0.05102	0.02053	0.24868	0.04043	0.01591	0	0.0369	0	0.00394	0.02186	0	0	0.02235	0	0	0.01551	0	0.20597	0	0	0	0.01744	0.047	0.00036	0.01788	0.00198	0.00191	0	0	0.0195	0	0.00553	0.01884
s__Clostridium_clostridioforme	8e-04	1.20136	0.04275	0.0231	0	0.39617	0	0	0.00227	0.16114	0	0	0.0868	0	0	0	0	0	0.88464	0.85682	0.66082	0	0	0	0	1.32656	0	0	0	0	0	0	0	0	0	0.67288
s__Clostridium_hylemonae	0	0.00053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Clostridium_lavalense	0	0.00213	0	0	0	0.53488	0.00865	0.00057	0	0	0	0	0.00041	0	0	0	0.00305	0	0	0	0	0	0	0	0.00017	0	0	0.00071	0	0	0	0	0	0	0	0
s__Clostridium_scindens	0	0.00562	0.00479	0	0.00068	0.0117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00099	0	0.00024	0	0	0	0	0	0	0	0
s__Clostridium_symbiosum	0.02039	0.17742	0.11086	0.00146	0.05574	0.29264	0.00129	0	0.01429	0.0551	0	0	0.02082	0	0	0.04425	0.00405	0	0.44209	0	3.46919	0	0.00151	0	0.00144	1.18518	0.00043	0.2029	0.00047	0.00584	0	0	0.093	0.00266	0	0.35155
s__Eubacterium_rectale	2.88515	0.00409	0.01562	0	0	0	15.40284	5.16945	0.62047	0.97502	1.89065	0.00451	0	2.5411	0.6522	0	4.24749	0.13129	0	0	0	0.47668	0.44159	0.07521	3.2348	0	1.34305	0	2.48249	0.51798	0.00392	0.61174	0.30001	1.32645	0.94175	0.05891
s__Lachnospiraceae_bacterium_2_1_46FAA	0	0	0.11326	0	0	0	0	0	0	0.03169	0	0	0	0	0	0	0	0	0.14762	0	0	0	0	0	0	0.06259	0	0	0	0	0.81135	0	0	0	0	0.24123
s__Lachnospira_pectinoschiza	0.0187	0	0	0	0	0	0	0	0	0	0	0	0	0.82684	0	0	0	0	0.11241	0	0	0	0.09245	0.16946	0.09149	0	0	0.12713	0	0	0	0.00983	0.02449	0.27637	0	0.08168
s__Roseburia_faecis	4.80417	0.21591	12.86549	7.85529	0.0019	0.18756	1.57646	2.54231	0.18469	0.92697	0.17645	0	1.90908	1.83817	0.93854	0	3.47251	0.06874	0.12683	0	0	4.17422	0.01882	0	0.71614	0	0.65196	1.11009	0.77704	0	0	0	0	0.04194	3.62882	0.13172
s__Roseburia_hominis	0.01671	0.09119	0.50253	0	0	0	1.05457	2.00851	0.0152	0.13805	0	0	0.36382	0.28199	0	0	0.01656	0	0	0	0	3.41903	0.34006	0.05292	0.13105	0	0.00386	0	0.00355	0.02474	0	0.64595	0.07379	0.47309	3.4455	0
s__Roseburia_intestinalis	0.35398	0	0	0	3.69279	1.31733	3.72581	0	0.58048	0.00823	0.20363	0	0	0.9848	0.39687	1.479	0.01588	0.01407	0	0	0	0.05818	0.0017	0	0.0062	0	0.20879	0.01102	0.57072	0.03382	0	0.00086	0	0.02319	0.06275	0.00218
s__Roseburia_inulinivorans	2.12804	0	10.48876	0	0	0.94418	1.77038	0.33762	1.30921	0.48362	0	0.08745	1.58418	0.50119	0	0	0.15154	0	0	0	0	0.70574	0.08816	0.44555	0.12575	0	0.23695	0.32999	0.32549	1.39951	0.00029	3.09652	1.72542	0.18701	1.57651	0.0022
s__Roseburia_sp_CAG_303	0	0	0	0	0	0	0	0.08524	0	0	0	0.18761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
s__Roseburia_sp_CAG_471	0	0	0	0	0	0	0.02251	0	0.14877	0	0.00063	0	0.00011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00198	0	0	0.00136	0	0	0	0
s__Sellimonas_intestinalis	0	0.28888	0	0.66031	0.00165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03575	0	0.03185	0	0	0	0	0	0
s__Tyzzerella_nexilis	0	0.1432	0.03963	0	0.4064	0	0.0018	0	0	0	0.05869	0.00195	0.02095	0	0	0.00171	0.00432	0	0	0	0.07979	0.00635	0	0	0	0.0063	0	4e-04	0	0	0	0	0.45811	0	0.00659	0
s__Oscillibacter_sp_57_20	0	0.05367	0	0	0	0.06596	1.01973	0.67882	0	0	0.11615	0.29392	1.51656	0.35039	0.81319	0	0.50591	0.00712	0	0	0	0.60753	0.50588	0	3.33708	0	1.54765	0.81667	1.52576	0.02098	0	1.28181	0	1.03317	0.81953	0.00569
s__Oscillibacter_sp_CAG_241	0	0	0	0.02186	0	0	0	0.03198	0	0	0	0.00614	0.02953	0.00677	0.07337	0	0.00122	0.00198	0	0	0	0.02278	0.00827	0	0.28141	0	0.75841	0	0.95135	0.00134	0	0.00935	0	0.056	0.18076	0.00696
s__Clostridioides_difficile	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.33211	0	0	0	0	0	0	0.19832	0	0	0	0	0	0	0	0	0	0.07452
s__Intestinibacter_bartlettii	0.02035	0	0.00092	0.00446	0.13718	0.05326	0	0	0	0	0	0	0.00055	0	0	0.00046	0.03604	0	0	0	0	0.06298	0.001	0	0	0	0.03252	0.03484	0.04414	0.0022	0	0	0	0.02609	0.20397	0
s__Peptostreptococcus_anaerobius	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02602	0	0	0	0	0	0	0	0	0.06488	0	0	0	0	0	0	0.00871	0.01135
s__Peptostreptococcus_stomatis	0	0	0	0	0	0	0	0	0	0	0	0.00087	0	0	0	0	0.00156	0	0	0	0	0	0.05051	0	0	0	0	0	0	0.01802	0.00071	0	0.00185	0.12928	0.00028	0.00094
s__Romboutsia_ilealis	0	0	0	0	0	0	0.00517	0	0	0.00592	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00405	0	0	0	0.00068	0	0	0	0	0	0	0	0
s__Agathobaculum_butyriciproducens	0	0.00756	0.17355	0.51593	0.07673	0	0.57408	0.3193	0.59182	0.12461	0.15702	0.08755	0	0.09579	0.19094	0	0.04591	0.01523	0.05098	0	0.01996	0.07089	0.02684	0.04622	0.00303	0.01311	0.03839	0.08373	0.08134	0.03611	0.01267	0.01044	0.08444	0.10599	0.18621	0.09401
s__Anaeromassilibacillus_sp_An250	0	0.01997	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00228	0.00036	0.00178	0	0	0.00017	0	0	0	0
s__Anaerotruncus_colihominis	0	0.00065	0	0.02783	0	0.02326	0.00258	0	0	0	0	0.00329	0.00678	0	0.0133	0.00114	0	0	0	0	0	0	0	0	0.05689	0.05269	0.01371	0.07725	0.01878	0.00406	0	0.00818	0.18473	0	0	0
s__Faecalibacterium_prausnitzii	0.32936	11.07527	0.18008	9.51503	5.45859	4.00513	6.68826	5.17839	1.02599	0.40167	2.49306	3.63149	5.24671	1.16351	0.84212	0	1.92421	0.11398	0.85126	0	0	1.67134	0.71706	0.05072	1.46412	0	2.51024	0.97886	4.06319	1.29397	0.10046	6.41528	2.2943	1.42452	2.93961	1.78959
s__Flavonifractor_plautii	0.16682	1.35046	2.13354	0.71325	1.11095	0.94157	0.08258	0.00886	0.17575	0.06542	0.33207	0.12033	0.20578	0.03355	0.04802	0.62676	0.18137	0.00518	0.29467	1.21966	2.15024	0.02124	0.06477	0.00543	0.01189	0.96929	0.07145	0.04055	0.08022	0.09282	1.0541	0.00892	0.35617	0.17417	0.13711	0.41873
s__Gemmiger_formicilis	0.0038	0	0	0	0	0	0.0919	0.09337	0.00933	0	0.05495	0.08097	0.03229	0.03201	0.05326	0	0.13385	0.00344	0	0	0	0.03874	0.00329	0.00335	0.01096	0	0.04625	0.0854	0.07658	0.00365	0	0.06872	0.09993	0.016	0.17446	0.00124
s__Harryflintia_acetispora	0	0	0	0	0	0.01053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00628	0	0	0	0	0	0	0	0	0	0	0
s__Clostridium_leptum	0	0.01832	0	0.00045	0	0.11287	0	0.01057	0	0.00022	0.00368	0.00561	0.00124	0	0	0	0.01421	0	0	0	0	0	0	0	0.00196	0	0.05907	0.13193	0.06584	0	0	0	0.168	0	0	0
s__Eubacterium_siraeum	0	0	0	0	0	0	0	6.73272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01401	0	0.48465	0.00719	0.60071	0	0	0.02848	0	0	0	0
s__Ruminococcaceae_bacterium_D16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04601	0	0	0	0	0	0	0	0
s__Ruminococcaceae_bacterium_D5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10012	0	0	0	0	0	0	0	0	0	0.00027	0
s__Ruminococcus_bicirculans	0	0.15276	0	0	0	0	0.10326	0.04144	0	0	0	0.00998	0.2975	0.01136	0	0	0.02806	0	0	0	0	0.53492	0.81656	0	0	0	0.37179	0.00203	0.40717	0	0	0	0	1.60521	1.52852	0.00472
s__Ruminococcus_bromii	0	2.82913	0.19641	2.46766	0.03643	10.46848	2.30912	1.42497	0.00275	4.05775	0.99423	0	0	0.02553	0	0.36084	0.41888	0.00528	0	0	0	1.36965	0.09409	0	0	0	8.19015	4.18639	7.86983	0.00269	0	0.08612	0	0.34058	1.70805	0.10339
s__Ruminococcus_callidus	0	0.00403	0	0	0	0	0.00986	0	0	0	0	0	0	0	0.00253	0	0	0	0	0	0	0.03052	0.00126	0	0	0	0.00359	0	0.00521	0	0	0	0	0.01391	0.07352	0
s__Ruminococcus_lactaris	0.00027	0	0	0.45878	0	0	0	0.25943	0	0	0.08331	0	0.4001	0.06034	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.50275	0	0	0	0
s__Ruminococcus_obeum_CAG_39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00087	0	0	0	0	0	0.00303	0.00376	0	0	0	0	0	0	0	0	0	0	0	0
s__Ruminococcus_sp_CAG_488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03685	0	0	0	0
s__Ruthenibacterium_lactatiformans	0.11198	0.07122	0.00167	0.35029	0.14549	1.91404	0.0325	0.02457	0.0045	0.15267	0.19361	0.05278	0.06483	0.00171	0.04019	0.14532	0	0.00781	0.01103	0	0.31633	0.00024	0.00369	0.01823	0.16707	2.54711	0.09821	0.10458	0.1093	0.01242	0.12275	0.04185	0.00709	0.00391	0.02701	0.01894
s__Absiella_dolichum	0	0	0	0	0.12773	0	0	0	0	0	0	0	0	0	0	0.01244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0094	0	0	0	0	0
